Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Private Method,"org.apache.jmeter.assertions.gui.SizeAssertionGui.createComparatorButtonPanel",,,,,,,,,,,,,,,,,,,,,,,,,,13,25,3,21,4,19,8,15,1,0,19,20,4,16,1,1,1,1,0,,,,,0,,0,0,,0.38,1,1,1,1
Private Method,"org.apache.jmeter.assertions.gui.SizeAssertionGui.createFieldPanel",,,,,,,,,,,,,,,,,,,,,,,,,,6,33,5,22,3,20,12,11,1,0,20,21,3,18,1,1,1,1,0,,,,,0,,0,0,,0.55,1,1,1,1
Public Method,"org.apache.jmeter.assertions.gui.SizeAssertionGui.createTestElement",,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,2,3,0,2,1,0,3,4,2,2,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.jmeter.assertions.gui.SizeAssertionGui.getLabelResource",,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Public Method,"org.apache.jmeter.assertions.gui.SizeAssertionGui.getState",,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.00,1,1,1,1
Private Method,"org.apache.jmeter.assertions.gui.SizeAssertionGui.init",,,,,,,,,,,,,,,,,,,,,,,,,,4,22,6,15,2,13,3,13,1,0,12,13,2,11,1,1,1,1,0,,,,,0,,0,0,,0.20,1,1,1,1
Public Method,"org.apache.jmeter.assertions.gui.SizeAssertionGui.modifyTestElement",,,,,,,,,,,,,,,,,,,,,,,,,,7,24,1,18,2,15,5,12,5,1,10,15,2,13,5,5,5,1,4,,,,,0,,1,0,,0.28,5,5,5,1
Public Method,"org.apache.jmeter.assertions.gui.SizeAssertionGui.setState",,,,,,,,,,,,,,,,,,,,,,,,,,14,24,0,21,1,18,3,2,7,1,12,19,1,18,7,7,7,1,5,,,,,0,,1,0,,0.14,7,7,7,1
Public Class,"org.apache.jmeter.assertions.gui.XMLAssertionGui",1,1,1,1,6,0,3,3,1,3,0,,0,1,,,,5,0,5,35,0,1,0,4,,45,6,25,11,10,15,,,,10,16,8,8,,,,,,1,1,1,1,,5,0,,100,0.60,5,5,5,5
Public Constructor,"org.apache.jmeter.assertions.gui.XMLAssertionGui.XMLAssertionGui",,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,3,1,1,3,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.00,1,1,1,1
Public Method,"org.apache.jmeter.assertions.gui.XMLAssertionGui.createTestElement",,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,5,2,3,0,2,1,0,3,4,2,2,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.jmeter.assertions.gui.XMLAssertionGui.getLabelResource",,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Private Method,"org.apache.jmeter.assertions.gui.XMLAssertionGui.init",,,,,,,,,,,,,,,,,,,,,,,,,,3,9,1,5,1,3,3,6,1,0,3,4,1,3,1,1,1,1,0,,,,,0,,0,0,,0.60,1,1,1,1
Public Method,"org.apache.jmeter.assertions.gui.XMLAssertionGui.modifyTestElement",,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Class,"org.apache.jmeter.assertions.gui.XMLConfPanel",1,1,1,1,13,0,12,1,1,3,0,,0,1,,,,8,8,8,8,0,2,0,6,,133,15,108,19,84,22,,,,86,96,20,76,,,,,,1,1,1,1,,2,0,,22,0.20,8,8,8,8
Public Constructor,"org.apache.jmeter.assertions.gui.XMLConfPanel.XMLConfPanel",,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,4,1,2,3,2,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.75,1,1,1,1
Public Method,"org.apache.jmeter.assertions.gui.XMLConfPanel.configure",,,,,,,,,,,,,,,,,,,,,,,,,,10,11,0,11,1,9,0,10,1,0,9,10,1,9,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.jmeter.assertions.gui.XMLConfPanel.configure",,,,,,,,,,,,,,,,,,,,,,,,,,10,11,0,11,1,9,0,10,1,0,9,10,1,9,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Private Method,"org.apache.jmeter.assertions.gui.XMLConfPanel.init",,,,,,,,,,,,,,,,,,,,,,,,,,9,35,2,33,4,30,8,16,1,0,27,29,5,24,1,1,1,1,0,,,,,0,,0,0,,0.24,1,1,1,1
Class,"org.apache.jmeter.assertions.gui.XMLConfPanel.init.(Anon_1)",1,1,1,1,3,0,3,0,2,1,0,,0,0,,,,1,0,1,1,0,0,0,1,,5,0,5,0,4,0,,,,1,2,1,1,,,,,,1,1,1,1,,1,0,,0,0.00,1,1,1,1
Public Method,"org.apache.jmeter.assertions.gui.XMLConfPanel.init.(Anon_1).actionPerformed",,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,0,2,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.jmeter.assertions.gui.XMLConfPanel.modifyTestElement",,,,,,,,,,,,,,,,,,,,,,,,,,10,10,0,10,1,8,0,9,1,0,8,9,1,8,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.jmeter.assertions.gui.XMLConfPanel.modifyTestElement",,,,,,,,,,,,,,,,,,,,,,,,,,10,10,0,10,1,8,0,9,1,0,8,9,1,8,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.jmeter.assertions.gui.XMLConfPanel.setDefaultValues",,,,,,,,,,,,,,,,,,,,,,,,,,11,11,0,11,1,9,0,2,1,0,9,10,1,9,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Private Method,"org.apache.jmeter.assertions.gui.XMLConfPanel.tolerant",,,,,,,,,,,,,,,,,,,,,,,,,,12,12,0,10,2,8,2,2,1,0,8,9,2,7,1,1,1,1,0,,,,,0,,0,0,,0.20,1,1,1,1
Public Class,"org.apache.jmeter.assertions.gui.XMLSchemaAssertionGUI",1,1,1,1,11,1,5,4,1,6,0,,0,2,,,,7,1,7,37,0,1,0,6,,108,21,51,21,29,39,,,,30,38,16,22,,,,,,1,1,1,1,,5,0,,71,0.76,7,7,7,7
Public Constructor,"org.apache.jmeter.assertions.gui.XMLSchemaAssertionGUI.XMLSchemaAssertionGUI",,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,3,1,1,3,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.00,1,1,1,1
Public Method,"org.apache.jmeter.assertions.gui.XMLSchemaAssertionGUI.clearGui",,,,,,,,,,,,,,,,,,,,,,,,,,1,8,1,4,1,2,4,2,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,1.00,1,1,1,1
Public Method,"org.apache.jmeter.assertions.gui.XMLSchemaAssertionGUI.configure",,,,,,,,,,,,,,,,,,,,,,,,,,2,11,0,5,2,3,6,3,1,0,3,4,2,2,1,1,1,1,0,,,,,0,,0,0,,1.20,1,1,1,1
Public Method,"org.apache.jmeter.assertions.gui.XMLSchemaAssertionGUI.createTestElement",,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,6,2,4,3,3,1,0,4,5,2,3,1,1,1,1,0,,,,,0,,0,0,,0.50,1,1,1,1
Public Method,"org.apache.jmeter.assertions.gui.XMLSchemaAssertionGUI.getLabelResource",,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Private Method,"org.apache.jmeter.assertions.gui.XMLSchemaAssertionGUI.init",,,,,,,,,,,,,,,,,,,,,,,,,,4,28,8,15,4,13,6,13,1,0,13,14,4,10,1,1,1,1,0,,,,,0,,0,0,,0.40,1,1,1,1
Public Method,"org.apache.jmeter.assertions.gui.XMLSchemaAssertionGUI.modifyTestElement",,,,,,,,,,,,,,,,,,,,,,,,,,4,11,1,5,1,3,5,4,1,0,3,4,1,3,1,1,1,1,0,,,,,0,,0,0,,1.00,1,1,1,1
Public Class,"org.apache.jmeter.assertions.gui.XPathAssertionGui",1,1,1,1,10,1,7,2,1,6,0,,0,1,,,,8,2,8,38,0,1,0,7,,102,19,68,22,42,19,,,,41,51,17,34,,,,,,2,2,2,1,,5,1,,66,0.28,9,9,9,8
Public Constructor,"org.apache.jmeter.assertions.gui.XPathAssertionGui.XPathAssertionGui",,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,2,0,2,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.jmeter.assertions.gui.XPathAssertionGui.clearGui",,,,,,,,,,,,,,,,,,,,,,,,,,2,12,3,6,1,4,4,4,1,0,4,5,1,4,1,1,1,1,0,,,,,0,,0,0,,0.67,1,1,1,1
Public Method,"org.apache.jmeter.assertions.gui.XPathAssertionGui.configure",,,,,,,,,,,,,,,,,,,,,,,,,,3,9,1,8,2,6,0,7,1,0,6,7,2,5,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.jmeter.assertions.gui.XPathAssertionGui.createTestElement",,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,5,2,3,3,2,1,0,3,4,2,2,1,1,1,1,0,,,,,0,,0,0,,0.60,1,1,1,1
Public Method,"org.apache.jmeter.assertions.gui.XPathAssertionGui.getLabelResource",,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.jmeter.assertions.gui.XPathAssertionGui.getXPathAttributesTitle",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,1,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Private Method,"org.apache.jmeter.assertions.gui.XPathAssertionGui.init",,,,,,,,,,,,,,,,,,,,,,,,,,5,24,4,19,3,17,2,17,1,0,15,16,3,13,1,1,1,1,0,,,,,0,,0,0,,0.11,1,1,1,1
Public Method,"org.apache.jmeter.assertions.gui.XPathAssertionGui.modifyTestElement",,,,,,,,,,,,,,,,,,,,,,,,,,4,15,0,10,2,7,5,7,2,0,6,8,2,6,2,2,2,1,0,,,,,0,,1,0,,0.50,2,2,2,1
Public Class,"org.apache.jmeter.assertions.gui.XPathPanel",1,1,1,1,11,0,7,4,1,3,0,,1,2,,,,12,3,13,13,0,1,0,12,,171,23,98,25,61,57,,,,50,70,26,44,,,,,,8,8,8,1,,2,1,,87,0.58,23,23,23,13
Public Constructor,"org.apache.jmeter.assertions.gui.XPathPanel.XPathPanel",,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,4,1,2,3,2,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.75,1,1,1,1
Public Method,"org.apache.jmeter.assertions.gui.XPathPanel.getCheckXPathButton",,,,,,,,,,,,,,,,,,,,,,,,,,2,17,0,12,1,8,6,4,2,0,4,7,2,5,2,2,2,1,0,,,,,0,,0,0,,0.50,2,2,2,1
Class,"org.apache.jmeter.assertions.gui.XPathPanel.getCheckXPathButton.(Anon_1)",1,1,1,1,3,0,3,0,2,1,0,,0,0,,,,1,0,1,1,0,0,0,1,,5,0,5,0,4,0,,,,1,2,1,1,,,,,,1,1,1,1,,1,0,,0,0.00,1,1,1,1
Public Method,"org.apache.jmeter.assertions.gui.XPathPanel.getCheckXPathButton.(Anon_1).actionPerformed",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,0,2,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.jmeter.assertions.gui.XPathPanel.getNegatedCheckBox",,,,,,,,,,,,,,,,,,,,,,,,,,4,12,1,6,1,3,6,3,2,0,2,4,1,3,2,2,2,1,0,,,,,0,,1,0,,1.00,2,2,2,1
Public Method,"org.apache.jmeter.assertions.gui.XPathPanel.getXPath",,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,3,1,1,5,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Method,"org.apache.jmeter.assertions.gui.XPathPanel.getXPathTextField",,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,6,1,3,0,2,2,0,2,4,1,3,2,2,2,1,0,,,,,0,,1,0,,0.00,2,2,2,1
Private Method,"org.apache.jmeter.assertions.gui.XPathPanel.init",,,,,,,,,,,,,,,,,,,,,,,,,,1,16,3,13,3,11,0,9,1,0,11,12,3,9,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.jmeter.assertions.gui.XPathPanel.isNegated",,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,3,1,1,5,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Method,"org.apache.jmeter.assertions.gui.XPathPanel.isShowNegated",,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,3,1,1,3,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.00,1,1,1,1
Public Method,"org.apache.jmeter.assertions.gui.XPathPanel.setDefaultValues",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,4,1,2,1,2,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.25,1,1,1,1
Public Method,"org.apache.jmeter.assertions.gui.XPathPanel.setNegated",,,,,,,,,,,,,,,,,,,,,,,,,,5,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Method,"org.apache.jmeter.assertions.gui.XPathPanel.setShowNegated",,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,3,1,1,4,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.jmeter.assertions.gui.XPathPanel.setXPath",,,,,,,,,,,,,,,,,,,,,,,,,,5,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Static Method,"org.apache.jmeter.assertions.gui.XPathPanel.validXPath",,,,,,,,,,,,,,,,,,,,,,,,,,9,40,2,28,5,24,14,10,8,1,16,19,5,14,8,8,8,1,6,,,,,0,,1,0,,0.50,8,8,8,1
Package,"org.apache.jmeter.config",1,1,1,1,10,0,7,3,,,,13,1,46,,12,,105,25,106,,3,7,1,95,,1772,237,934,336,535,670,,,,571,733,320,413,,,,,,15,13,17,4,,,3,,,0.72,152,150,159,111
Public Class,"org.apache.jmeter.config.Argument",1,1,1,1,9,0,3,6,2,2,1,,0,6,,,,14,0,14,68,0,0,0,14,,178,20,64,24,29,102,,,,27,44,21,23,,,,,,3,3,4,3,,2,1,,76,1.59,16,16,17,16
Public Constructor,"org.apache.jmeter.config.Argument.Argument",,,,,,,,,,,,,,,,,,,,,,,,,,8,12,0,4,1,2,8,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,2.00,1,1,1,1
Public Constructor,"org.apache.jmeter.config.Argument.Argument",,,,,,,,,,,,,,,,,,,,,,,,,,9,15,0,5,1,3,10,3,1,0,3,4,1,3,1,1,1,1,0,,,,,0,,0,0,,2.00,1,1,1,1
Public Constructor,"org.apache.jmeter.config.Argument.Argument",,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,2,1,0,3,1,1,0,0,1,1,0,1,1,1,1,0,,,,,0,,0,0,,1.50,1,1,1,1
Public Constructor,"org.apache.jmeter.config.Argument.Argument",,,,,,,,,,,,,,,,,,,,,,,,,,9,18,0,6,1,4,12,4,1,0,4,5,1,4,1,1,1,1,0,,,,,0,,0,0,,2.00,1,1,1,1
Public Method,"org.apache.jmeter.config.Argument.getDescription",,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,3,1,1,5,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Method,"org.apache.jmeter.config.Argument.getMetaData",,,,,,,,,,,,,,,,,,,,,,,,,,10,8,0,3,1,1,5,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Method,"org.apache.jmeter.config.Argument.getName",,,,,,,,,,,,,,,,,,,,,,,,,,36,8,0,3,1,1,5,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Method,"org.apache.jmeter.config.Argument.getValue",,,,,,,,,,,,,,,,,,,,,,,,,,44,8,0,3,1,1,5,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Method,"org.apache.jmeter.config.Argument.isSkippable",,,,,,,,,,,,,,,,,,,,,,,,,,4,17,0,9,1,5,11,5,3,0,3,6,1,5,3,3,4,3,2,,,,,2,,1,2,,1.22,3,3,4,3
Public Method,"org.apache.jmeter.config.Argument.setDescription",,,,,,,,,,,,,,,,,,,,,,,,,,4,9,0,3,1,1,6,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,2.00,1,1,1,1
Public Method,"org.apache.jmeter.config.Argument.setMetaData",,,,,,,,,,,,,,,,,,,,,,,,,,7,9,0,3,1,1,6,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,2.00,1,1,1,1
Public Method,"org.apache.jmeter.config.Argument.setName",,,,,,,,,,,,,,,,,,,,,,,,,,5,9,0,3,1,1,6,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,2.00,1,1,1,1
Public Method,"org.apache.jmeter.config.Argument.setValue",,,,,,,,,,,,,,,,,,,,,,,,,,9,9,0,3,1,1,6,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,2.00,1,1,1,1
Public Method,"org.apache.jmeter.config.Argument.toString",,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,4,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Class,"org.apache.jmeter.config.Arguments",1,1,1,1,11,0,5,6,2,5,0,,0,2,,,,17,0,17,75,0,0,0,17,,229,20,104,35,54,108,,,,41,71,33,38,,,,,,4,4,4,1,,3,2,,88,1.04,29,29,29,17
Public Constructor,"org.apache.jmeter.config.Arguments.Arguments",,,,,,,,,,,,,,,,,,,,,,,,,,22,6,0,3,1,1,3,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.00,1,1,1,1
Public Method,"org.apache.jmeter.config.Arguments.addArgument",,,,,,,,,,,,,,,,,,,,,,,,,,17,13,0,7,2,4,6,6,2,0,3,5,2,3,2,2,2,1,0,,,,,0,,1,0,,0.86,2,2,2,1
Public Method,"org.apache.jmeter.config.Arguments.addArgument",,,,,,,,,,,,,,,,,,,,,,,,,,13,11,0,3,1,1,8,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,2.67,1,1,1,1
Public Method,"org.apache.jmeter.config.Arguments.addArgument",,,,,,,,,,,,,,,,,,,,,,,,,,4,13,0,3,1,1,10,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,3.33,1,1,1,1
Public Method,"org.apache.jmeter.config.Arguments.addEmptyArgument",,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,3,1,1,4,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.jmeter.config.Arguments.clear",,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,4,1,2,3,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.75,1,1,1,1
Public Method,"org.apache.jmeter.config.Arguments.getArgument",,,,,,,,,,,,,,,,,,,,,,,,,,16,17,2,7,2,4,8,5,2,0,3,5,2,3,2,2,2,1,0,,,,,0,,1,0,,1.14,2,2,2,1
Public Method,"org.apache.jmeter.config.Arguments.getArgumentCount",,,,,,,,,,,,,,,,,,,,,,,,,,19,8,0,3,1,1,5,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Method,"org.apache.jmeter.config.Arguments.getArguments",,,,,,,,,,,,,,,,,,,,,,,,,,28,8,0,3,1,1,5,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Method,"org.apache.jmeter.config.Arguments.getArgumentsAsMap",,,,,,,,,,,,,,,,,,,,,,,,,,8,22,0,11,4,7,11,10,3,0,5,8,4,4,3,3,3,1,0,,,,,0,,2,0,,1.00,3,3,3,1
Public Method,"org.apache.jmeter.config.Arguments.iterator",,,,,,,,,,,,,,,,,,,,,,,,,,20,8,0,3,1,1,5,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Method,"org.apache.jmeter.config.Arguments.removeAllArguments",,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,3,1,1,3,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.00,1,1,1,1
Public Method,"org.apache.jmeter.config.Arguments.removeArgument",,,,,,,,,,,,,,,,,,,,,,,,,,2,15,0,9,3,5,6,7,3,0,3,6,3,3,3,3,3,1,0,,,,,0,,2,0,,0.67,3,3,3,1
Public Method,"org.apache.jmeter.config.Arguments.removeArgument",,,,,,,,,,,,,,,,,,,,,,,,,,2,15,0,9,3,5,6,8,3,0,3,6,3,3,3,3,3,1,0,,,,,0,,2,0,,0.67,3,3,3,1
Public Method,"org.apache.jmeter.config.Arguments.removeArgument",,,,,,,,,,,,,,,,,,,,,,,,,,1,11,0,5,1,2,6,3,2,0,1,3,1,2,2,2,2,1,0,,,,,0,,1,0,,1.20,2,2,2,1
Public Method,"org.apache.jmeter.config.Arguments.setArguments",,,,,,,,,,,,,,,,,,,,,,,,,,3,9,0,3,1,1,6,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,2.00,1,1,1,1
Public Method,"org.apache.jmeter.config.Arguments.toString",,,,,,,,,,,,,,,,,,,,,,,,,,1,24,0,19,5,14,7,11,5,1,10,14,5,9,4,4,4,1,1,,,,,0,,2,0,,0.37,4,4,4,1
Public Class,"org.apache.jmeter.config.CSVDataSet",1,1,1,1,8,0,6,1,4,10,0,,0,3,,,,18,11,18,76,0,1,0,17,,219,32,137,47,75,58,,,,69,100,46,54,,,,,,15,13,17,1,,3,3,,90,0.42,32,30,34,18
Public Method,"org.apache.jmeter.config.CSVDataSet.getDelimiter",,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.jmeter.config.CSVDataSet.getFileEncoding",,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.00,1,1,1,1
Public Method,"org.apache.jmeter.config.CSVDataSet.getFilename",,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.00,1,1,1,1
Public Method,"org.apache.jmeter.config.CSVDataSet.getQuotedData",,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.jmeter.config.CSVDataSet.getRecycle",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.jmeter.config.CSVDataSet.getShareMode",,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.jmeter.config.CSVDataSet.getStopThread",,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.jmeter.config.CSVDataSet.getVariableNames",,,,,,,,,,,,,,,,,,,,,,,,,,5,6,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.00,1,1,1,1
Public Method,"org.apache.jmeter.config.CSVDataSet.iterationStart",,,,,,,,,,,,,,,,,,,,,,,,,,18,71,1,66,12,52,10,32,975,3,37,50,14,36,15,13,17,1,11,,,,,0,,3,0,,0.15,15,13,17,1
Private Method,"org.apache.jmeter.config.CSVDataSet.readResolve",,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,4,1,2,0,2,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.jmeter.config.CSVDataSet.setDelimiter",,,,,,,,,,,,,,,,,,,,,,,,,,7,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.jmeter.config.CSVDataSet.setFileEncoding",,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.jmeter.config.CSVDataSet.setFilename",,,,,,,,,,,,,,,,,,,,,,,,,,7,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.jmeter.config.CSVDataSet.setQuotedData",,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.jmeter.config.CSVDataSet.setRecycle",,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.jmeter.config.CSVDataSet.setShareMode",,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
