Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Method,"org.apache.jmeter.protocol.http.sampler.SoapSampler.getXmlData",,,,,,,,,,,,,,,,,,,,,,,,,,5,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.SoapSampler.getXmlFile",,,,,,,,,,,,,,,,,,,,,,,,,,3,8,0,3,1,1,5,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Protected Method,"org.apache.jmeter.protocol.http.sampler.SoapSampler.sample",,,,,,,,,,,,,,,,,,,,,,,,,,13,124,24,87,17,71,21,51,114,2,61,71,16,55,11,11,12,1,9,,,,,0,,4,0,,0.24,11,11,12,1
Private Method,"org.apache.jmeter.protocol.http.sampler.SoapSampler.sendPostData",,,,,,,,,,,,,,,,,,,,,,,,,,2,88,6,72,5,57,17,11,3,0,27,41,13,28,3,3,5,1,1,,,,,0,,0,0,,0.24,3,3,5,1
Class,"org.apache.jmeter.protocol.http.sampler.SoapSampler.sendPostData.(Anon_1)",1,1,1,1,6,0,6,0,2,1,0,,0,0,,,,4,0,4,4,0,0,0,4,,35,3,31,1,25,3,,,,10,16,5,11,,,,,,3,2,3,1,,1,1,,0,0.10,6,5,6,4
Public Method,"org.apache.jmeter.protocol.http.sampler.SoapSampler.sendPostData.(Anon_1).getContentLength",,,,,,,,,,,,,,,,,,,,,,,,,,1,10,0,10,0,8,1,2,3,0,3,5,1,4,3,2,3,1,3,,,,,0,,1,0,,0.10,3,2,3,1
Public Method,"org.apache.jmeter.protocol.http.sampler.SoapSampler.sendPostData.(Anon_1).getContentType",,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,3,0,2,2,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.67,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.SoapSampler.sendPostData.(Anon_1).isRepeatable",,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,0,2,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.SoapSampler.sendPostData.(Anon_1).writeRequest",,,,,,,,,,,,,,,,,,,,,,,,,,1,10,0,10,1,8,0,3,1,0,5,7,2,5,1,1,1,1,0,,,,,0,,1,0,,0.00,1,1,1,1
Class,"org.apache.jmeter.protocol.http.sampler.SoapSampler.sendPostData.(Anon_2)",1,1,1,1,4,0,4,1,2,1,0,,0,0,,,,4,0,4,4,0,0,0,4,,27,3,23,0,18,5,,,,7,12,4,8,,,,,,2,2,2,1,,1,1,,0,0.22,5,5,5,4
Public Method,"org.apache.jmeter.protocol.http.sampler.SoapSampler.sendPostData.(Anon_2).getContentLength",,,,,,,,,,,,,,,,,,,,,,,,,,3,8,0,8,0,6,2,5,2,0,3,5,1,4,2,2,2,1,1,,,,,0,,1,0,,0.25,2,2,2,1
Public Method,"org.apache.jmeter.protocol.http.sampler.SoapSampler.sendPostData.(Anon_2).getContentType",,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,0,2,1,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.SoapSampler.sendPostData.(Anon_2).isRepeatable",,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,0,2,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.SoapSampler.sendPostData.(Anon_2).writeRequest",,,,,,,,,,,,,,,,,,,,,,,,,,2,5,0,4,0,3,2,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.50,1,1,1,1
Protected Method,"org.apache.jmeter.protocol.http.sampler.SoapSampler.setPostHeaders",,,,,,,,,,,,,,,,,,,,,,,,,,6,23,0,19,5,13,7,11,8,1,10,15,6,9,5,5,5,1,1,,,,,0,,3,0,,0.37,5,5,5,1
Public Method,"org.apache.jmeter.protocol.http.sampler.SoapSampler.setSOAPAction",,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.SoapSampler.setSendSOAPAction",,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.SoapSampler.setURLData",,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.SoapSampler.setXmlData",,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.SoapSampler.setXmlFile",,,,,,,,,,,,,,,,,,,,,,,,,,3,9,0,3,1,1,6,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,2.00,1,1,1,1
Public Class,"org.apache.jmeter.protocol.http.sampler.TestHTTPSamplers",1,1,1,1,15,1,14,0,1,9,0,,0,0,,,,19,0,19,19,0,0,0,19,,323,44,270,48,224,23,,,,218,238,48,190,,,,,,1,1,1,1,,2,0,,0,0.09,19,19,19,19
Public Constructor,"org.apache.jmeter.protocol.http.sampler.TestHTTPSamplers.TestHTTPSamplers",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.TestHTTPSamplers.testArgumentWithoutEquals",,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,8,2,6,1,7,1,0,6,7,2,5,1,1,1,1,0,,,,,0,,0,0,,0.13,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.TestHTTPSamplers.testFileList",,,,,,,,,,,,,,,,,,,,,,,,,,1,67,7,57,4,53,3,10,1,0,43,44,4,40,1,1,1,1,0,,,,,0,,0,0,,0.05,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.TestHTTPSamplers.testMakingUrl",,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,9,2,7,1,8,1,0,7,8,2,6,1,1,1,1,0,,,,,0,,0,0,,0.11,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.TestHTTPSamplers.testMakingUrl10",,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,9,2,7,1,8,1,0,7,8,2,6,1,1,1,1,0,,,,,0,,0,0,,0.11,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.TestHTTPSamplers.testMakingUrl2",,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,9,2,7,1,8,1,0,7,8,2,6,1,1,1,1,0,,,,,0,,0,0,,0.11,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.TestHTTPSamplers.testMakingUrl3",,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,9,2,7,1,8,1,0,7,8,2,6,1,1,1,1,0,,,,,0,,0,0,,0.11,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.TestHTTPSamplers.testMakingUrl4",,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,9,2,7,1,8,1,0,7,8,2,6,1,1,1,1,0,,,,,0,,0,0,,0.11,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.TestHTTPSamplers.testMakingUrl5",,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,9,2,7,1,8,1,0,7,8,2,6,1,1,1,1,0,,,,,0,,0,0,,0.11,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.TestHTTPSamplers.testMakingUrl6",,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,9,2,7,1,8,1,0,7,8,2,6,1,1,1,1,0,,,,,0,,0,0,,0.11,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.TestHTTPSamplers.testMakingUrl7",,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,9,2,7,1,8,1,0,7,8,2,6,1,1,1,1,0,,,,,0,,0,0,,0.11,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.TestHTTPSamplers.testMakingUrl8",,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,9,2,7,1,8,1,0,7,8,2,6,1,1,1,1,0,,,,,0,,0,0,,0.11,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.TestHTTPSamplers.testMakingUrl9",,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,9,2,7,1,8,1,0,7,8,2,6,1,1,1,1,0,,,,,0,,0,0,,0.11,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.TestHTTPSamplers.testParseArguments",,,,,,,,,,,,,,,,,,,,,,,,,,0,41,5,36,4,32,0,9,1,0,34,35,4,31,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.TestHTTPSamplers.testParseArguments2",,,,,,,,,,,,,,,,,,,,,,,,,,0,32,5,27,4,23,0,9,1,0,25,26,4,22,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.TestHTTPSamplers.testRedirect",,,,,,,,,,,,,,,,,,,,,,,,,,1,23,3,20,3,18,3,13,1,0,18,19,3,16,1,1,1,1,0,,,,,0,,0,0,,0.15,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.TestHTTPSamplers.testSetAndGetFileField",,,,,,,,,,,,,,,,,,,,,,,,,,0,10,1,9,3,7,0,5,1,0,7,8,3,5,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.TestHTTPSamplers.testSetAndGetFilename",,,,,,,,,,,,,,,,,,,,,,,,,,0,10,1,9,3,7,0,5,1,0,7,8,3,5,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.TestHTTPSamplers.testSetAndGetMimetype",,,,,,,,,,,,,,,,,,,,,,,,,,0,10,1,9,3,7,0,5,1,0,7,8,3,5,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Class,"org.apache.jmeter.protocol.http.sampler.WebServiceSampler",2,2,2,1,14,0,9,5,1,14,0,,0,18,,,,35,2,35,207,0,3,2,30,,645,68,354,99,235,251,,,,181,254,92,162,,,,,,27,27,32,3,,4,4,,94,0.71,76,76,86,37
Public Method,"org.apache.jmeter.protocol.http.sampler.WebServiceSampler.addEncodedArgument",,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,2,1,0,5,0,1,0,0,1,1,0,1,1,1,1,0,,,,,0,,0,0,,2.50,1,1,1,1
Private Method,"org.apache.jmeter.protocol.http.sampler.WebServiceSampler.checkProxy",,,,,,,,,,,,,,,,,,,,,,,,,,4,24,0,19,3,12,5,7,10,1,7,13,3,10,6,6,8,1,0,,,,,0,,3,0,,0.26,6,6,8,1
Public Method,"org.apache.jmeter.protocol.http.sampler.WebServiceSampler.convertSoapHeaders",,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,7,2,4,1,6,2,0,3,6,3,3,2,2,2,1,0,,,,,0,,1,0,,0.14,2,2,2,1
Private Method,"org.apache.jmeter.protocol.http.sampler.WebServiceSampler.createDocument",,,,,,,,,,,,,,,,,,,,,,,,,,1,26,3,19,3,13,7,8,8,1,8,13,3,10,5,5,6,1,2,,,,,0,,3,0,,0.37,5,5,6,1
Public Method,"org.apache.jmeter.protocol.http.sampler.WebServiceSampler.getMaintainSession",,,,,,,,,,,,,,,,,,,,,,,,,,4,8,0,3,1,1,5,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.WebServiceSampler.getMemoryCache",,,,,,,,,,,,,,,,,,,,,,,,,,3,8,0,3,1,1,5,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.WebServiceSampler.getProxyHost",,,,,,,,,,,,,,,,,,,,,,,,,,3,9,0,4,1,2,5,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,1.25,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.WebServiceSampler.getProxyPort",,,,,,,,,,,,,,,,,,,,,,,,,,3,9,0,4,1,2,5,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,1.25,1,1,1,1
Protected Method,"org.apache.jmeter.protocol.http.sampler.WebServiceSampler.getRandomFileName",,,,,,,,,,,,,,,,,,,,,,,,,,3,21,0,12,4,8,9,9,3,0,6,9,4,5,3,3,4,3,3,,,,,3,,2,3,,0.75,3,3,4,3
Public Method,"org.apache.jmeter.protocol.http.sampler.WebServiceSampler.getReadResponse",,,,,,,,,,,,,,,,,,,,,,,,,,4,8,0,3,1,1,5,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.WebServiceSampler.getSoapAction",,,,,,,,,,,,,,,,,,,,,,,,,,3,8,0,3,1,1,5,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.WebServiceSampler.getTimeout",,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.WebServiceSampler.getTimeoutAsInt",,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.WebServiceSampler.getUseProxy",,,,,,,,,,,,,,,,,,,,,,,,,,3,8,0,3,1,1,5,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.WebServiceSampler.getWsdlURL",,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,3,1,1,5,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.WebServiceSampler.getXmlData",,,,,,,,,,,,,,,,,,,,,,,,,,3,8,0,3,1,1,5,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.WebServiceSampler.getXmlFile",,,,,,,,,,,,,,,,,,,,,,,,,,3,8,0,3,1,1,5,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.WebServiceSampler.getXmlPathLoc",,,,,,,,,,,,,,,,,,,,,,,,,,3,7,0,3,1,1,4,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Private Method,"org.apache.jmeter.protocol.http.sampler.WebServiceSampler.openDocument",,,,,,,,,,,,,,,,,,,,,,,,,,4,41,1,26,5,20,17,12,4,1,13,18,5,13,4,4,5,1,2,,,,,0,,2,0,,0.65,4,4,5,1
Protected Method,"org.apache.jmeter.protocol.http.sampler.WebServiceSampler.sample",,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.WebServiceSampler.sample",,,,,,,,,,,,,,,,,,,,,,,,,,13,193,6,153,24,128,40,75,28832,4,94,115,24,91,27,27,32,1,35,,,,,0,,4,0,,0.26,27,27,32,1
Public Method,"org.apache.jmeter.protocol.http.sampler.WebServiceSampler.setMaintainSession",,,,,,,,,,,,,,,,,,,,,,,,,,4,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.WebServiceSampler.setMemoryCache",,,,,,,,,,,,,,,,,,,,,,,,,,3,8,0,3,1,1,5,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.WebServiceSampler.setProxyHost",,,,,,,,,,,,,,,,,,,,,,,,,,4,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.WebServiceSampler.setProxyPort",,,,,,,,,,,,,,,,,,,,,,,,,,4,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.WebServiceSampler.setReadResponse",,,,,,,,,,,,,,,,,,,,,,,,,,3,8,0,3,1,1,5,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.WebServiceSampler.setSoapAction",,,,,,,,,,,,,,,,,,,,,,,,,,3,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.WebServiceSampler.setTimeout",,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.WebServiceSampler.setUseProxy",,,,,,,,,,,,,,,,,,,,,,,,,,4,8,0,3,1,1,5,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.WebServiceSampler.setWsdlURL",,,,,,,,,,,,,,,,,,,,,,,,,,3,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.WebServiceSampler.setXmlData",,,,,,,,,,,,,,,,,,,,,,,,,,3,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.WebServiceSampler.setXmlFile",,,,,,,,,,,,,,,,,,,,,,,,,,3,9,0,3,1,1,6,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,2.00,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.WebServiceSampler.setXmlPathLoc",,,,,,,,,,,,,,,,,,,,,,,,,,3,6,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.00,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.WebServiceSampler.testEnded",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.sampler.WebServiceSampler.testEnded",,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Package,"org.apache.jmeter.protocol.http.util",1,1,1,1,11,0,7,3,,,,24,12,28,,21,,124,54,136,,1,6,4,125,,2537,281,1320,520,734,1021,,,,776,1019,497,522,,,,,,14,14,18,7,,,5,,,0.77,222,222,238,151
Public Class,"org.apache.jmeter.protocol.http.util.Base64Encoder",1,1,1,1,11,0,10,1,1,0,0,,3,2,,,,1,0,4,4,0,1,0,3,,63,5,49,20,36,10,,,,33,41,19,22,,,,,,3,3,3,3,,1,1,,75,0.20,7,7,7,6
Private Constructor,"org.apache.jmeter.protocol.http.util.Base64Encoder.Base64Encoder",,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,2,1,0,3,1,1,0,0,1,1,0,1,1,1,1,0,,,,,0,,0,0,,1.50,1,1,1,1
Public Static Method,"org.apache.jmeter.protocol.http.util.Base64Encoder.encode",,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,1,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.33,1,1,1,1
Public Static Method,"org.apache.jmeter.protocol.http.util.Base64Encoder.encode",,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,8,3,5,0,4,2,0,6,8,4,4,2,2,2,1,0,,,,,0,,1,0,,0.00,2,2,2,1
Public Static Method,"org.apache.jmeter.protocol.http.util.Base64Encoder.encodeAtom",,,,,,,,,,,,,,,,,,,,,,,,,,6,30,0,30,10,26,0,4,3,0,24,27,10,17,3,3,3,3,2,,,,,2,,1,2,,0.00,3,3,3,3
Public Class,"org.apache.jmeter.protocol.http.util.ConversionUtils",8,8,10,4,58,5,38,16,1,1,0,,3,6,,,,0,0,3,3,0,0,0,3,,192,21,122,32,78,54,,,,59,85,34,51,,,,,,14,14,18,7,,1,5,,66,0.44,26,26,30,12
Public Static Method,"org.apache.jmeter.protocol.http.util.ConversionUtils.getEncodingFromContentType",,,,,,,,,,,,,,,,,,,,,,,,,,6,37,0,28,4,19,9,8,9,1,12,20,4,16,8,8,8,7,17,,,,,17,,5,17,,0.32,8,8,8,7
Public Static Method,"org.apache.jmeter.protocol.http.util.ConversionUtils.makeRelativeURL",,,,,,,,,,,,,,,,,,,,,,,,,,12,28,1,16,6,11,14,9,4,1,8,12,6,6,4,4,4,4,3,,,,,3,,2,3,,0.88,4,4,4,4
Public Static Method,"org.apache.jmeter.protocol.http.util.ConversionUtils.removeSlashDotDot",,,,,,,,,,,,,,,,,,,,,,,,,,7,111,15,70,15,42,26,18,361,3,33,46,17,29,14,14,18,1,3,,,,,0,,4,0,,0.37,14,14,18,1
Public Class,"org.apache.jmeter.protocol.http.util.DOMPool",1,1,1,1,7,0,2,4,1,1,0,,3,1,,,,1,0,4,4,0,1,0,3,,59,4,16,8,5,40,,,,4,9,6,3,,,,,,1,1,1,1,,1,0,,25,2.50,4,4,4,4
Private Constructor,"org.apache.jmeter.protocol.http.util.DOMPool.DOMPool",,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,2,1,0,3,1,1,0,0,1,1,0,1,1,1,1,0,,,,,0,,0,0,,1.50,1,1,1,1
Public Static Method,"org.apache.jmeter.protocol.http.util.DOMPool.clear",,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.00,1,1,1,1
Public Static Method,"org.apache.jmeter.protocol.http.util.DOMPool.getDocument",,,,,,,,,,,,,,,,,,,,,,,,,,3,9,0,3,1,1,6,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,2.00,1,1,1,1
Public Static Method,"org.apache.jmeter.protocol.http.util.DOMPool.putDocument",,,,,,,,,,,,,,,,,,,,,,,,,,4,9,0,3,1,1,6,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,2.00,1,1,1,1
Public Class,"org.apache.jmeter.protocol.http.util.EncoderCache",1,1,1,1,13,0,6,6,1,0,0,,0,1,,,,3,1,3,3,0,0,0,3,,50,6,24,8,13,20,,,,11,17,8,9,,,,,,2,2,2,1,,1,1,,50,0.83,5,5,5,3
Public Constructor,"org.apache.jmeter.protocol.http.util.EncoderCache.EncoderCache",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.util.EncoderCache.getEncoded",,,,,,,,,,,,,,,,,,,,,,,,,,4,15,0,7,1,4,8,3,2,0,2,4,1,3,2,2,2,1,1,,,,,0,,1,0,,1.14,2,2,2,1
Public Method,"org.apache.jmeter.protocol.http.util.EncoderCache.getEncoded",,,,,,,,,,,,,,,,,,,,,,,,,,5,21,0,10,3,7,11,4,2,0,6,8,3,5,2,2,2,1,1,,,,,0,,1,0,,1.10,2,2,2,1
Public Class,"org.apache.jmeter.protocol.http.util.HC4TrustAllSSLSocketFactory",1,1,1,1,7,0,4,2,1,3,1,,0,1,,,,5,1,5,5,0,0,1,4,,65,6,36,15,17,23,,,,11,18,10,8,,,,,,1,1,1,1,,2,0,,50,0.64,5,5,5,5
Class,"org.apache.jmeter.protocol.http.util.HC4TrustAllSSLSocketFactory.(Anon_1)",1,1,1,1,3,0,3,0,2,0,0,,0,0,,,,1,0,1,1,0,0,0,1,,5,0,5,1,4,0,,,,1,2,1,1,,,,,,1,1,1,1,,1,0,,0,0.00,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.util.HC4TrustAllSSLSocketFactory.(Anon_1).isTrusted",,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,0,2,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Constructor,"org.apache.jmeter.protocol.http.util.HC4TrustAllSSLSocketFactory.HC4TrustAllSSLSocketFactory",,,,,,,,,,,,,,,,,,,,,,,,,,0,8,0,3,1,1,5,4,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Protected Constructor,"org.apache.jmeter.protocol.http.util.HC4TrustAllSSLSocketFactory.HC4TrustAllSSLSocketFactory",,,,,,,,,,,,,,,,,,,,,,,,,,4,10,0,4,1,2,6,4,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,1.50,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.util.HC4TrustAllSSLSocketFactory.createLayeredSocket",,,,,,,,,,,,,,,,,,,,,,,,,,5,11,0,11,4,8,0,3,1,0,3,4,2,2,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.jmeter.protocol.http.util.HC4TrustAllSSLSocketFactory.createSocket",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
