Kind,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClassMethod,CountDeclClassVariable,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,FEStatus
Public Class,4,3,4,1,14,0,11,1,1,12,0,0,1,17,12,17,17,0,7,0,10,302,34,224,67,145,47,176,245,82,163,11,11,11,3,1,6,82,0.21,68,67,71,21,NO
Public Class,1,1,1,1,3,0,3,0,1,2,0,0,0,5,2,5,5,0,0,0,5,35,5,20,8,7,10,9,17,8,9,2,2,2,1,1,1,50,0.5,7,7,7,5,NO
Public Abstract Class,1,1,1,1,28,5,19,3,1,8,10,0,6,36,3,36,36,0,0,1,35,1103,247,699,234,595,157,426,491,210,281,2,2,2,1,2,1,48,0.22,64,64,64,36,NO
Public Class,1,1,1,1,19,0,5,14,2,3,0,0,0,1,0,1,5,0,0,0,1,31,3,9,6,2,19,2,4,3,1,1,1,1,1,2,0,0,2.11,1,1,1,1,NO
Public Class,1,1,1,1,15,1,13,0,1,13,0,1,1,2,0,3,33,0,0,0,3,62,8,45,17,36,9,36,40,16,24,1,1,1,1,5,0,66,0.2,3,3,3,3,NO
Static Class,1,1,1,1,5,0,5,0,1,0,0,0,0,1,3,1,1,1,0,0,0,10,0,10,5,3,0,6,8,5,3,1,1,1,1,1,0,0,0,1,1,1,1,NO
Public Class,2,2,2,1,16,2,10,3,1,2,0,0,4,9,7,9,9,0,1,0,8,187,38,105,25,75,44,57,80,25,55,14,14,15,1,1,3,81,0.42,22,22,25,9,NO
Private Static Class,1,1,1,1,3,0,3,0,1,0,1,0,3,5,2,5,5,3,0,0,2,29,6,23,11,9,0,11,17,11,6,1,1,1,1,1,0,72,0,5,5,5,5,NO
Public Class,1,1,1,1,3,0,3,0,1,2,0,0,0,5,2,5,5,0,0,0,5,34,4,20,8,7,10,9,17,8,9,2,2,2,1,1,1,50,0.5,7,7,7,5,NO
Private Class,1,1,1,1,2,0,2,0,1,1,0,0,0,3,2,3,3,0,1,0,2,13,3,10,6,4,0,6,10,6,4,1,1,1,1,1,0,33,0,3,3,3,3,NO
Public Class,1,1,1,1,10,0,7,2,1,1,0,0,0,10,2,10,10,0,0,2,8,138,17,87,18,31,34,23,41,21,20,1,1,1,1,2,0,50,0.39,10,10,10,10,NO
Public Class,3,3,4,1,31,1,25,5,3,18,0,0,0,24,4,24,24,0,1,0,23,863,53,633,169,450,177,243,345,112,233,14,14,16,5,2,4,69,0.28,95,95,104,38,NO
Public Class,2,2,2,1,18,0,18,5,1,4,0,0,0,2,0,2,2,0,0,0,2,44,1,38,15,29,16,16,21,12,9,3,3,3,1,2,2,0,0.42,4,4,4,2,NO
Public Class,4,4,5,1,29,4,23,1,2,0,0,0,1,6,0,6,6,0,2,0,4,189,32,146,19,72,11,48,84,25,59,7,7,7,4,1,3,83,0.08,29,29,30,9,NO
Public Class,1,1,1,1,40,6,19,16,1,4,0,0,0,1,0,1,60,0,0,0,1,56,9,21,6,14,28,8,13,7,6,1,1,1,1,3,0,0,1.33,1,1,1,1,NO
Public Class,1,1,1,1,11,0,3,8,1,0,0,0,0,4,2,4,14,0,0,0,4,82,3,16,7,4,63,6,11,7,4,1,1,1,1,2,0,50,3.94,4,4,4,4,NO
Public Class,1,1,1,1,17,4,13,0,1,9,3,0,0,1,1,1,2,0,0,0,1,59,7,47,8,42,11,11,13,6,7,1,1,1,1,3,0,0,0.23,1,1,1,1,NO
Public Class,1,1,1,1,5,0,5,0,1,3,0,1,0,19,8,20,20,0,1,0,19,165,21,119,33,42,25,38,62,30,32,6,6,7,3,1,1,81,0.21,28,28,34,22,NO
Public Class,3,3,3,1,31,0,20,11,1,3,0,5,3,0,0,5,5,0,0,0,5,203,8,107,32,70,88,55,71,30,41,5,5,5,1,1,4,80,0.82,15,15,15,5,NO
Public Class,1,1,1,1,3,0,3,0,2,1,0,0,0,14,6,14,14,0,0,0,14,142,40,102,42,31,0,40,71,42,29,2,2,3,1,1,1,83,0,15,15,16,14,NO
Public Abstract Class,1,1,1,1,8,0,4,4,1,5,3,0,0,54,2,54,54,0,2,50,2,554,74,225,58,58,255,60,115,58,57,2,2,2,1,1,1,96,1.13,54,54,54,53,NO
Public Interface,0,0,0,0,0,0,0,0,1,3,4,0,0,11,0,11,111,0,0,0,11,95,12,13,12,0,70,11,12,12,0,0,0,0,0,6,0,0,5.38,0,0,0,0,NO
Class,1,1,1,1,3,0,3,0,2,0,1,0,0,6,1,6,6,1,0,0,5,32,6,26,8,9,0,9,16,8,8,1,1,1,1,1,0,66,0,6,6,6,6,NO
Public Class,1,1,1,1,2,0,2,0,2,2,0,1,1,10,0,11,11,0,1,0,10,59,9,41,23,12,9,12,25,13,12,2,2,2,1,1,1,90,0.22,12,12,12,11,NO
Public Class,1,1,1,1,4,0,4,0,1,0,0,0,0,2,6,2,2,0,0,0,2,25,5,16,9,2,4,8,11,9,2,1,1,1,1,1,0,83,0.25,2,2,2,2,NO
Public Class,2,2,2,1,15,1,11,2,3,9,0,0,0,20,2,20,20,0,3,0,17,414,51,267,97,134,96,113,164,80,84,6,6,6,4,2,3,67,0.36,44,44,45,23,NO
Public Class,2,2,2,1,19,2,13,3,1,6,0,0,1,7,2,7,7,0,4,0,3,159,27,102,27,63,31,79,97,27,70,5,5,5,1,1,4,76,0.3,18,18,18,7,NO
Public Class,4,4,4,2,25,1,20,3,1,6,0,0,2,5,3,5,5,0,0,0,5,157,19,110,33,73,28,53,77,28,49,15,15,17,10,2,5,72,0.25,21,21,23,14,NO
Public Class,1,1,1,1,5,0,4,0,1,0,0,0,0,3,0,3,3,0,0,0,3,41,12,17,6,5,15,5,9,6,3,1,1,1,1,2,0,0,0.88,3,3,3,3,NO
Public Class,1,1,1,1,5,0,4,1,1,0,0,2,0,21,2,23,23,0,0,0,23,178,46,107,26,33,25,33,58,26,32,2,2,2,1,1,1,13,0.23,24,24,25,23,NO
Public Class,1,1,1,1,6,0,3,3,1,0,0,0,0,4,0,4,4,0,0,0,4,36,1,14,5,4,21,4,9,5,4,1,1,1,1,2,0,0,1.5,4,4,4,4,NO
Public Class,1,1,2,1,12,0,7,4,1,4,16,0,1,21,0,21,52,0,2,16,3,314,28,168,38,80,118,46,80,33,47,4,4,6,4,2,2,95,0.7,33,33,45,26,NO
Public Class,1,1,1,1,20,3,9,8,1,3,0,4,0,0,0,4,4,0,2,0,2,97,20,38,15,23,39,18,25,12,13,3,3,3,1,1,1,0,1.03,6,6,6,4,NO
Public Class,1,1,1,1,34,0,31,3,1,1,0,0,0,8,0,8,79,0,0,0,8,312,8,272,52,227,32,16,25,17,8,1,1,1,1,3,0,0,0.12,8,8,8,8,NO
Public Class,5,4,5,1,36,3,23,10,1,5,0,0,12,10,4,10,10,1,3,0,6,464,52,248,51,182,165,161,211,63,148,22,17,22,3,2,4,81,0.67,55,49,55,12,NO
Public Class,2,2,3,1,13,0,13,0,1,8,0,0,0,15,10,15,40,0,0,0,15,249,31,203,40,122,15,100,132,39,93,17,17,26,3,2,2,72,0.07,41,41,52,17,NO
Public Class,3,3,6,1,22,2,20,0,1,11,0,0,0,6,0,6,23,0,0,0,6,148,18,122,37,101,8,79,100,37,63,7,7,14,1,4,2,0,0.07,20,20,37,6,NO
Public Class,1,1,1,1,2,0,1,0,1,0,0,0,0,9,3,9,9,0,0,0,9,93,7,22,13,11,64,11,21,13,8,1,1,1,1,1,0,70,2.91,9,9,9,9,NO
Public Class,2,2,2,1,21,0,10,10,2,4,0,0,2,4,5,4,4,0,0,0,4,126,14,53,18,32,59,30,39,16,23,5,5,5,4,2,4,57,1.11,8,8,8,7,NO
Public Class,1,1,1,1,2,0,2,0,2,1,0,0,0,6,5,6,6,0,0,0,6,40,15,22,12,11,3,11,18,12,6,1,1,1,1,1,0,83,0.14,6,6,6,6,NO
Public Interface,0,0,0,0,0,0,0,0,1,0,2,0,0,9,0,9,9,0,0,0,9,11,0,11,10,0,0,9,10,10,0,0,0,0,0,2,0,0,0,0,0,0,0,NO
Static Class,1,1,1,1,6,0,4,2,1,0,0,0,0,4,4,4,4,0,0,2,2,38,2,23,11,8,13,12,17,10,7,2,2,2,1,1,0,37,0.57,5,5,5,4,NO
Public Class,4,4,5,1,33,5,25,2,2,3,0,0,1,2,1,2,2,0,0,0,2,81,18,55,19,44,8,37,44,18,26,5,5,7,1,1,3,50,0.15,8,8,10,2,NO
Public Class,17,17,30,13,105,16,47,43,1,15,0,1,13,0,0,1,1,0,0,0,1,503,70,300,96,119,137,93,153,69,84,17,17,30,13,1,1,7,0.46,17,17,30,13,NO
Public Interface,0,0,0,0,0,0,0,0,0,4,1,0,0,10,0,10,10,10,0,0,0,60,12,48,24,15,0,24,35,24,11,0,0,0,0,0,0,0,0,0,0,0,0,NO
Public Class,1,1,1,1,10,0,5,4,3,0,0,0,2,11,3,11,11,0,0,0,11,141,17,64,18,37,61,31,46,18,28,4,4,4,1,1,1,70,0.95,14,14,14,11,NO
Public Abstract Class,1,1,1,1,5,0,4,0,2,0,2,0,0,19,2,19,19,0,0,0,19,115,32,83,31,42,0,42,62,31,31,2,2,2,1,1,1,94,0,19,19,19,17,NO
Public Class,2,2,2,1,27,0,27,0,1,18,0,0,1,2,6,2,63,0,0,0,2,119,6,103,31,73,10,61,73,28,45,2,2,2,1,5,1,21,0.1,4,4,4,2,NO
Public Class,1,1,1,1,10,0,8,1,2,23,0,0,2,13,1,13,13,0,4,0,9,198,25,128,48,79,52,64,86,37,49,5,5,5,5,1,2,87,0.41,21,21,21,17,NO
Public Static Class,1,1,1,1,10,0,9,0,2,2,0,0,0,21,2,21,21,0,2,0,19,257,42,196,47,110,19,111,149,55,94,5,5,6,5,1,2,35,0.1,37,37,38,27,NO
Public Class,3,3,5,1,17,0,14,3,1,8,0,0,2,7,3,7,112,0,1,0,6,160,14,111,25,80,45,50,79,26,53,14,14,25,5,8,4,62,0.41,24,24,35,11,NO
Public Class,1,1,1,1,4,0,4,0,1,1,0,1,1,2,1,3,3,0,0,0,3,28,4,16,6,5,8,6,11,6,5,2,2,2,1,1,1,50,0.5,4,4,4,3,NO
Private Static Class,1,1,1,1,6,0,6,0,2,0,0,0,0,1,3,1,1,1,0,0,0,18,3,12,5,3,6,6,8,5,3,1,1,1,1,1,0,0,0.5,1,1,1,1,NO
Public Class,3,3,3,1,30,6,23,1,1,2,0,0,0,1,0,1,15,0,0,0,1,51,7,27,12,17,17,16,19,10,9,3,3,3,1,4,1,0,0.63,3,3,3,1,NO
Public Class,1,1,1,1,10,0,6,4,1,4,0,1,1,13,4,14,14,0,0,0,14,210,22,95,25,48,93,37,67,25,42,9,9,9,1,1,4,77,0.98,27,27,27,14,NO
Public Class,3,3,4,1,21,2,18,0,2,2,0,0,0,6,0,6,6,0,5,0,1,143,24,114,23,56,5,38,59,22,37,7,7,11,1,1,3,0,0.04,20,20,27,6,NO
Public Class,2,2,3,1,19,0,11,7,1,4,0,0,0,15,3,15,53,0,8,0,7,362,31,185,60,103,146,69,101,46,55,12,5,12,4,4,3,86,0.79,41,31,48,18,NO
Public Class,1,1,1,1,20,3,9,8,1,4,0,0,0,2,0,2,10,0,0,0,2,45,8,20,9,12,17,12,15,9,6,1,1,1,1,3,0,0,0.85,2,2,2,2,NO
Public Static Class,1,1,1,1,4,0,4,0,1,3,0,0,0,9,6,9,9,3,0,0,6,51,3,45,17,18,3,21,32,17,15,2,2,4,1,1,1,70,0.07,10,10,12,9,NO
Public Abstract Class,1,1,1,1,3,0,3,0,2,0,70,0,0,1,1,1,1,0,0,0,1,29,3,6,3,2,20,2,4,3,1,1,1,1,1,1,0,0,3.33,1,1,1,1,NO
Public Class,1,1,1,1,5,0,4,1,1,0,0,0,0,14,10,14,21,0,0,6,8,119,16,76,25,27,27,31,46,25,21,1,1,1,1,3,0,88,0.36,14,14,14,14,NO
Public Class,3,3,4,1,21,0,16,4,1,1,0,4,1,9,1,13,13,4,3,0,6,346,28,253,69,155,70,117,168,58,110,14,14,18,9,2,4,61,0.28,45,42,52,23,NO
Public Abstract Class,2,2,2,1,11,0,9,1,2,12,1,1,1,33,11,34,39,0,1,8,25,422,36,310,79,207,76,187,255,76,179,13,13,13,3,2,3,85,0.25,67,67,68,34,NO
Public Class,1,1,1,1,3,0,3,0,1,0,0,0,0,2,0,2,2,0,0,0,2,15,1,8,3,2,6,2,5,3,2,1,1,1,1,2,0,0,0.75,2,2,2,2,NO
Public Class,2,2,2,1,15,0,10,4,1,2,2,0,0,12,9,12,50,0,1,0,11,362,17,140,39,78,205,47,77,38,39,12,12,12,1,4,3,82,1.46,30,30,30,12,NO
Public Class,1,1,2,1,18,0,12,4,1,33,0,0,0,11,3,11,31,0,1,1,9,245,17,143,18,88,85,70,92,17,75,11,11,12,9,2,3,75,0.59,21,21,22,19,NO
Public Class,6,6,6,2,32,0,28,4,1,10,0,3,1,0,0,3,3,0,1,0,2,107,4,87,26,68,16,69,86,32,54,11,11,11,5,1,3,66,0.18,18,18,18,7,NO
Public Class,1,1,1,1,12,0,6,5,1,0,0,0,3,12,2,12,12,0,0,0,12,223,45,91,22,55,87,34,53,18,35,10,6,11,1,1,3,70,0.96,22,18,23,12,NO
Public Class,8,8,10,2,44,0,33,11,2,38,0,0,1,32,3,32,32,0,23,0,9,1574,80,1074,188,765,431,512,812,210,602,184,184,217,17,1,9,93,0.4,287,287,339,72,NO
Public Class,4,4,4,1,24,1,14,9,1,13,0,40,0,0,0,40,40,0,10,0,30,1057,90,600,157,413,370,270,454,162,292,22,22,29,9,1,5,0,0.62,160,160,191,64,NO
Public Class,3,3,3,1,20,1,14,5,1,2,0,0,0,8,0,8,74,0,0,7,1,434,19,114,44,79,301,40,64,24,40,7,7,7,4,3,3,0,2.64,25,25,25,11,NO
Public Class,1,1,1,1,13,4,9,0,2,5,0,0,0,1,1,1,1,0,0,0,1,47,12,31,14,8,4,9,15,10,5,1,1,1,1,1,0,0,0.13,1,1,1,1,NO
Class,3,3,3,1,21,0,19,1,1,1,0,0,1,2,2,2,2,0,0,0,2,51,4,44,15,30,3,27,34,15,19,5,5,6,1,2,3,16,0.07,6,6,7,2,NO
Public Class,8,8,9,1,49,12,32,6,1,16,0,5,0,0,0,5,5,0,1,0,4,270,71,165,36,116,46,92,137,47,90,12,12,15,4,1,8,0,0.28,44,44,49,8,NO
Public Class,1,1,1,1,26,1,21,3,1,5,0,0,0,2,0,2,73,0,0,0,2,65,5,48,15,38,12,8,12,9,3,2,2,2,1,3,1,0,0.25,3,3,3,2,NO
Public Class,1,1,1,1,5,0,5,0,1,0,0,2,0,0,2,2,2,0,0,0,2,38,5,29,15,8,5,9,15,13,2,1,1,1,1,1,0,100,0.17,2,2,2,2,NO
Public Class,1,1,1,1,8,0,3,5,1,0,0,0,0,2,0,2,2,0,0,0,2,39,4,8,3,2,27,2,5,3,2,1,1,1,1,2,0,0,3.38,2,2,2,2,NO
Public Abstract Class,1,1,1,1,14,0,8,5,2,1,2,0,0,20,1,20,20,0,0,0,20,326,24,153,31,61,149,44,77,30,47,3,3,3,1,1,2,61,0.97,27,27,27,18,NO
Public Class,1,1,1,1,23,3,20,0,1,6,0,0,0,1,0,1,26,0,0,0,1,40,5,22,2,18,13,10,12,2,10,1,1,1,1,2,0,0,0.59,1,1,1,1,NO
Public Class,1,1,1,1,4,0,3,0,2,11,1,0,1,70,27,70,70,0,2,0,68,471,109,299,109,129,63,141,220,108,112,9,9,10,6,1,1,95,0.21,80,80,81,75,NO
Public Class,1,1,1,1,2,0,2,0,2,2,0,1,1,10,0,11,11,0,1,0,10,58,9,41,23,12,8,12,25,13,12,2,2,2,1,1,1,90,0.2,12,12,12,11,NO
Public Class,2,2,2,1,9,0,3,5,1,2,0,0,7,9,6,9,22,0,0,0,9,155,28,50,27,36,77,33,52,27,25,10,10,10,3,3,3,83,1.54,18,18,18,11,NO
Public Class,2,2,2,1,31,9,21,0,1,1,0,0,0,3,1,3,3,0,0,1,2,101,33,68,16,56,0,60,68,20,48,3,3,3,1,2,1,0,0,7,7,7,3,NO
Public Class,1,1,1,1,6,0,5,0,1,5,0,0,0,10,3,10,10,0,0,0,10,116,20,60,20,31,37,32,51,22,29,5,5,5,5,2,3,73,0.62,18,18,18,14,NO
Public Class,4,2,6,2,19,0,17,1,1,4,0,0,0,8,1,8,46,0,3,0,5,191,13,147,25,98,31,29,51,20,31,15,6,32,6,4,3,50,0.21,35,20,52,17,NO
Public Class,3,3,3,1,19,0,13,5,1,4,0,3,1,1,0,4,4,0,2,0,2,99,8,63,16,38,28,27,41,17,24,8,8,8,1,1,3,50,0.44,12,12,12,4,NO
Public Class,1,1,1,1,20,3,17,0,1,13,0,0,2,2,5,2,71,0,0,0,2,100,18,74,24,57,9,47,55,24,31,1,1,1,1,6,0,50,0.12,2,2,2,2,NO
Public Abstract Class,1,1,1,1,9,0,9,0,1,5,3,0,0,10,0,10,60,0,0,0,10,130,18,106,33,71,11,74,93,36,57,3,3,3,1,3,2,0,0.1,14,14,14,10,NO
Public Class,1,1,1,1,3,0,3,0,1,12,0,0,0,270,0,270,285,0,1,0,269,1203,271,918,316,358,48,317,588,298,290,1,1,1,1,2,0,0,0.05,270,270,270,270,NO
Public Class,1,1,1,1,3,0,3,0,2,4,0,0,0,24,4,24,24,0,0,0,24,114,29,81,29,27,15,31,56,29,27,1,1,1,1,2,0,87,0.19,24,24,24,24,NO
Public Class,11,11,11,5,70,2,56,16,1,0,0,0,0,2,3,2,10,0,0,0,2,177,7,118,20,74,61,55,76,19,57,13,13,13,10,2,4,0,0.52,22,22,22,11,NO
Public Class,1,1,1,1,4,0,4,0,1,1,0,0,0,8,6,8,8,0,0,0,8,52,10,42,20,13,0,19,28,15,13,1,1,1,1,1,0,72,0,8,8,8,8,NO
Public Class,2,2,2,1,9,0,8,0,2,3,0,1,3,6,1,7,7,0,0,0,7,105,11,67,22,49,28,38,56,22,34,9,9,9,7,1,3,78,0.42,17,17,18,13,NO
Public Class,1,1,1,1,2,0,2,0,1,0,0,0,1,4,0,4,4,0,0,0,4,18,4,14,6,4,0,4,9,6,3,1,1,1,1,2,0,100,0,4,4,4,4,NO
Public Class,2,1,2,1,16,0,11,4,2,44,0,0,9,21,1,21,36,0,1,0,20,441,26,263,74,159,152,118,152,63,89,27,3,27,3,3,2,94,0.58,58,33,58,25,NO
Public Class,1,1,1,1,14,1,9,3,1,8,0,0,0,12,0,12,22,0,1,1,10,212,28,125,53,86,59,77,96,49,47,4,4,4,1,3,1,0,0.47,16,16,16,12,NO
Protected Class,3,3,3,1,13,0,13,0,2,3,0,0,0,1,0,1,1,0,0,0,1,18,0,15,3,8,3,3,7,2,5,3,3,3,1,1,2,0,0.2,3,3,3,1,NO
Public Class,1,1,1,1,3,0,3,0,3,1,0,0,0,28,12,28,28,0,0,0,28,149,34,108,43,49,7,48,77,41,36,1,1,1,1,1,0,88,0.06,28,28,28,28,NO
Private Class,1,1,1,1,3,0,3,0,1,0,0,0,0,2,1,2,2,0,0,0,2,11,2,9,4,2,0,3,6,4,2,1,1,1,1,1,0,0,0,2,2,2,2,NO
Public Interface,0,0,0,0,0,0,0,0,0,2,2,0,0,13,0,13,13,13,0,0,0,181,14,19,18,0,148,13,14,14,0,0,0,0,0,0,0,0,7.79,0,0,0,0,NO
Public Class,5,5,6,5,22,0,18,3,1,1,0,2,0,1,0,3,3,0,2,0,1,79,3,58,5,35,18,18,36,5,31,15,15,17,15,1,1,0,0.31,17,17,19,17,NO
Public Class,1,1,1,1,20,0,6,13,3,1,0,0,0,7,2,7,7,0,0,0,7,191,10,54,17,16,127,13,26,14,12,4,4,4,1,2,2,71,2.35,10,10,10,7,NO
Public Interface,0,0,0,0,0,0,0,0,0,5,1,0,0,29,0,29,29,0,0,0,29,34,1,31,30,0,2,29,30,30,0,0,0,0,0,0,0,0,0.06,0,0,0,0,NO
Public Class,3,3,3,1,38,2,25,10,2,9,0,0,0,7,3,7,26,0,0,2,5,298,21,184,54,133,93,70,92,30,62,8,8,10,1,3,2,52,0.51,21,21,23,7,NO
Public Class,1,1,1,1,4,0,4,0,2,0,0,0,0,31,14,31,31,0,0,0,31,198,36,155,48,76,7,77,125,48,77,23,23,23,17,1,1,84,0.05,59,59,59,47,NO
Protected Static Class,1,1,1,1,4,0,4,0,2,0,0,0,0,7,3,7,7,0,0,0,7,71,27,38,12,20,6,20,32,14,18,3,3,3,3,1,2,57,0.16,11,11,11,9,NO
Public Class,1,1,1,1,1,0,1,0,1,0,0,0,0,8,4,8,8,0,0,0,8,20,3,14,13,12,3,12,21,13,8,1,1,1,1,2,0,75,0.21,8,8,8,8,NO
Public Class,1,1,1,1,2,0,2,0,1,0,0,0,0,4,3,4,4,0,0,0,4,14,0,13,8,6,1,9,14,8,6,1,1,1,1,2,0,50,0.08,4,4,4,4,NO
Public Class,1,1,1,1,11,0,6,4,2,10,0,0,0,8,0,8,8,0,0,0,8,167,16,59,18,31,96,12,24,11,13,4,4,4,4,1,1,0,1.63,11,11,11,11,NO
Public Class,1,1,1,1,8,0,5,2,1,2,0,0,4,37,20,37,37,0,3,0,34,386,62,230,83,125,99,116,168,80,88,12,12,13,1,2,3,94,0.43,53,53,58,37,NO
Public Class,1,1,1,1,3,0,3,0,2,0,0,0,1,14,5,14,14,0,0,0,14,120,22,86,22,50,12,52,68,21,47,2,2,3,1,1,1,80,0.14,15,15,16,14,NO
Class,1,1,1,1,4,0,3,0,2,1,0,0,0,2,2,2,2,0,0,0,2,14,2,11,5,3,1,5,8,5,3,1,1,1,1,1,0,25,0.09,2,2,2,2,NO
Public Class,2,2,2,1,12,0,8,3,4,11,0,1,5,7,1,8,8,0,1,0,7,135,25,79,27,48,31,33,54,26,28,9,9,12,1,1,6,83,0.39,20,20,23,8,NO
Public Class,1,1,1,1,17,2,9,5,3,8,0,0,1,5,0,5,13,0,0,0,5,111,18,52,18,36,41,24,34,16,18,4,4,4,1,4,2,80,0.79,9,9,9,5,NO
Public Class,2,2,2,1,41,2,36,2,1,5,0,3,1,1,1,4,10,0,1,0,3,181,16,150,26,104,15,84,106,38,68,3,3,3,1,3,1,62,0.1,8,8,8,4,NO
Public Class,1,1,1,1,12,1,7,3,1,0,0,10,0,20,4,30,30,0,0,1,29,436,73,241,49,130,133,113,166,49,117,8,8,9,5,1,3,75,0.55,52,52,55,36,NO
Public Static Class,1,1,1,1,11,0,11,0,1,2,0,0,0,1,0,1,34,0,0,0,1,13,0,13,4,8,0,8,10,3,7,1,1,1,1,4,0,0,0,1,1,1,1,NO
Protected Class,1,1,1,1,4,0,4,0,2,5,0,0,0,2,1,2,2,0,0,0,2,12,1,11,5,3,0,3,6,4,2,1,1,1,1,1,0,0,0,2,2,2,2,NO
Public Class,3,3,3,1,38,6,24,8,1,0,0,0,0,2,0,2,10,0,0,0,2,86,15,51,7,32,23,29,37,10,27,6,6,6,1,3,1,0,0.45,7,7,7,2,NO
Private Static Class,1,1,1,1,2,0,2,0,1,0,0,0,0,3,2,3,3,0,0,0,3,13,3,10,6,4,0,6,10,6,4,1,1,1,1,1,0,33,0,3,3,3,3,NO
Public Class,1,1,1,1,3,0,3,0,2,1,0,0,0,10,4,10,10,0,0,0,10,46,11,35,15,10,0,14,25,15,10,1,1,1,1,1,0,75,0,10,10,10,10,NO
Public Class,3,3,3,1,20,4,16,0,2,2,0,0,0,3,1,3,3,0,1,0,2,76,17,54,10,25,5,19,33,11,22,8,8,9,1,1,3,33,0.09,10,10,11,3,NO
Public Class,3,3,4,1,21,0,17,3,1,11,0,0,0,5,4,5,5,0,1,0,4,154,13,94,20,50,47,45,59,22,37,7,7,9,5,1,5,50,0.5,15,15,21,9,NO
Public Class,1,1,1,1,4,0,4,0,1,2,0,0,0,8,3,8,8,0,0,0,8,54,8,40,13,9,6,12,21,12,9,1,1,1,1,1,0,62,0.15,8,8,8,8,NO
Public Class,2,2,2,1,18,2,15,0,1,4,0,0,1,4,4,4,9,0,0,0,4,88,18,68,24,51,2,52,60,24,36,3,3,3,3,3,1,50,0.03,8,8,8,6,NO
Class,1,1,1,1,9,0,4,4,1,4,0,0,0,15,8,15,15,0,0,0,15,178,15,81,27,26,82,31,47,25,22,2,2,2,1,1,0,85,1.01,16,16,16,15,NO
Public Class,3,3,4,1,29,0,20,9,1,4,0,0,3,13,7,13,46,0,0,1,12,572,41,348,52,190,191,105,171,42,129,16,16,17,8,3,6,71,0.55,50,50,52,20,NO
Public Class,1,1,1,1,24,2,15,7,1,21,0,0,0,11,0,11,64,0,0,0,11,378,48,243,102,168,109,144,171,84,87,2,2,2,1,3,1,0,0.45,13,13,13,11,NO
Public Class,1,1,1,1,1,0,1,0,1,0,0,0,0,4,2,4,4,0,0,0,4,19,2,8,7,6,9,6,11,7,4,1,1,1,1,1,0,50,1.13,4,4,4,4,NO
Public Class,1,1,1,1,8,0,4,4,1,0,0,0,4,3,0,3,3,0,0,0,3,57,8,19,8,7,30,7,11,8,3,1,1,1,1,1,0,83,1.58,3,3,3,3,NO
Public Class,1,1,1,1,27,4,17,5,1,10,0,1,1,7,2,8,8,0,0,0,8,247,55,148,30,124,44,111,126,30,96,5,5,5,1,2,1,54,0.3,14,14,14,8,NO
Public Class,2,2,2,1,13,1,6,5,2,4,0,0,0,6,3,6,6,0,0,0,6,109,19,46,21,26,46,22,34,21,13,7,7,8,1,1,3,77,1,12,12,13,6,NO
Public Class,3,3,3,1,20,1,13,5,1,9,0,0,2,4,2,4,11,0,1,0,3,118,18,59,20,40,41,28,42,15,27,5,5,5,1,3,2,62,0.69,13,13,14,4,NO
Private Class,1,1,1,1,3,0,3,0,1,0,0,0,0,2,1,2,2,0,0,0,2,14,3,11,6,2,0,3,6,4,2,1,1,1,1,1,0,0,0,2,2,2,2,NO
Public Class,2,2,3,1,14,0,12,1,1,0,0,1,0,10,2,11,11,0,4,0,7,191,21,141,28,98,29,76,108,28,80,19,19,21,1,1,3,59,0.21,31,31,34,11,NO
Public Class,2,2,2,1,16,0,11,4,1,7,0,2,1,11,5,13,16,2,3,3,5,262,24,157,50,102,83,87,116,47,69,5,5,6,3,2,2,80,0.53,27,27,33,15,NO
Public Class,1,1,1,1,1,0,1,0,1,0,0,0,57,1,0,1,1,0,1,0,0,67,1,60,59,57,8,57,59,59,0,1,1,1,1,1,0,100,0.13,1,1,1,1,NO
Public Class,1,1,1,1,24,0,23,0,1,12,0,0,0,2,5,2,63,0,0,0,2,101,7,84,18,62,10,48,59,18,41,2,2,2,1,5,1,9,0.12,3,3,3,2,NO
Public Class,1,1,1,1,3,0,3,0,1,1,0,0,0,11,3,11,11,0,0,0,11,61,17,38,15,14,6,14,26,15,11,1,1,1,1,1,0,63,0.16,11,11,11,11,NO
Public Class,1,1,1,1,2,0,2,0,2,2,0,1,1,10,0,11,11,0,1,0,10,59,9,41,23,12,9,12,25,13,12,2,2,2,1,1,1,90,0.22,12,12,12,11,NO
Public Class,5,5,5,2,38,1,29,7,1,13,0,0,1,4,5,4,9,0,0,0,4,198,11,125,18,76,63,46,64,15,49,15,15,15,5,2,4,62,0.5,21,21,21,8,NO
