Results	Entity	Line	Column	CheckID	Check Name
                Comment/Code Ratio too low (0%)	DummyTaskOk.DummyTaskOk	25		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	DummyTaskOk.execute	28		METRIC_02	Program Unit Comment to Code Ratio
              DummyTaskOkNonTask.java					
                No exit point in method	DummyTaskOkNonTask.DummyTaskOkNonTask	23	11	JAVA_03	Single exit point at end
                Violation: DummyTaskOkNonTask.execute defined but not called.	DummyTaskOkNonTask.execute	26	16	JAVA_04	Unused Methods
                Comment/Code Ratio too low (0%)	DummyTaskOkNonTask.DummyTaskOkNonTask	23		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	DummyTaskOkNonTask.execute	26		METRIC_02	Program Unit Comment to Code Ratio
              DummyTaskWithNonPublicExecute.java					
                No exit point in method	DummyTaskWithNonPublicExecute.DummyTaskWithNonPublicExecute	23	11	JAVA_03	Single exit point at end
                Violation: DummyTaskWithNonPublicExecute.execute defined but not called.	DummyTaskWithNonPublicExecute.execute	26	9	JAVA_04	Unused Methods
                Comment/Code Ratio too low (0%)	DummyTaskWithNonPublicExecute.DummyTaskWithNonPublicExecute	23		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	DummyTaskWithNonPublicExecute.execute	26		METRIC_02	Program Unit Comment to Code Ratio
              DummyTaskWithNonVoidExecute.java					
                Fixed Value(0) used incorrectly	DummyTaskWithNonVoidExecute.execute	27	15	JAVA_01	Magic Numbers - Java
                No exit point in method	DummyTaskWithNonVoidExecute.DummyTaskWithNonVoidExecute	23	11	JAVA_03	Single exit point at end
                Violation: DummyTaskWithNonVoidExecute.execute defined but not called.	DummyTaskWithNonVoidExecute.execute	26	15	JAVA_04	Unused Methods
                Comment/Code Ratio too low (0%)	DummyTaskWithNonVoidExecute.DummyTaskWithNonVoidExecute	23		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	DummyTaskWithNonVoidExecute.execute	26		METRIC_02	Program Unit Comment to Code Ratio
              DummyTaskWithoutDefaultConstructor.java					
                No exit point in method	DummyTaskWithoutDefaultConstructor.DummyTaskWithoutDefaultConstructor	25	11	JAVA_03	Single exit point at end
                Comment/Code Ratio too low (0%)	DummyTaskWithoutDefaultConstructor.DummyTaskWithoutDefaultConstructor	25		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	DummyTaskWithoutDefaultConstructor.execute	28		METRIC_02	Program Unit Comment to Code Ratio
              DummyTaskWithoutExecute.java					
                No exit point in method	DummyTaskWithoutExecute.DummyTaskWithoutExecute	23	11	JAVA_03	Single exit point at end
                Violation: DummyTaskWithoutExecute.execute defined but not called.	DummyTaskWithoutExecute.execute	26	16	JAVA_04	Unused Methods
                Comment/Code Ratio too low (0%)	DummyTaskWithoutExecute.DummyTaskWithoutExecute	23		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	DummyTaskWithoutExecute.execute	26		METRIC_02	Program Unit Comment to Code Ratio
              DummyTaskWithoutPublicConstructor.java					
                No exit point in method	DummyTaskWithoutPublicConstructor.DummyTaskWithoutPublicConstructor	25	4	JAVA_03	Single exit point at end
                Comment/Code Ratio too low (0%)	DummyTaskWithoutPublicConstructor.DummyTaskWithoutPublicConstructor	25		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	DummyTaskWithoutPublicConstructor.execute	28		METRIC_02	Program Unit Comment to Code Ratio
              ExecutorTest.java					
                Fixed Value(0) used incorrectly	ExecutorTest.targetCount	57	22	JAVA_01	Magic Numbers - Java
                Fixed Value(4) used incorrectly	assertEquals	81	21	JAVA_01	Magic Numbers - Java
                Fixed Value(3) used incorrectly	assertEquals	86	21	JAVA_01	Magic Numbers - Java
                Fixed Value(2) used incorrectly	assertEquals	91	21	JAVA_01	Magic Numbers - Java
                Fixed Value(1) used incorrectly	assertEquals	100	25	JAVA_01	Magic Numbers - Java
                Fixed Value(1) used incorrectly	assertEquals	110	25	JAVA_01	Magic Numbers - Java
                Fixed Value(2) used incorrectly	assertEquals	125	25	JAVA_01	Magic Numbers - Java
                Fixed Value(1) used incorrectly	assertEquals	135	25	JAVA_01	Magic Numbers - Java
                Fixed Value(0) used incorrectly	add	143	28	JAVA_01	Magic Numbers - Java
                Fixed Value(3) used incorrectly	assertEquals	148	25	JAVA_01	Magic Numbers - Java
                No exit point in method	ExecutorTest.ExecutorTest	51	11	JAVA_03	Single exit point at end
                Violation: ExecutorTest.testDefaultExecutor defined but not called.	ExecutorTest.testDefaultExecutor	79	16	JAVA_04	Unused Methods
                Violation: ExecutorTest.testSingleCheckExecutor defined but not called.	ExecutorTest.testSingleCheckExecutor	84	16	JAVA_04	Unused Methods
                Violation: ExecutorTest.testIgnoreDependenciesExecutor defined but not called.	ExecutorTest.testIgnoreDependenciesExecutor	89	16	JAVA_04	Unused Methods
                Violation: ExecutorTest.testDefaultFailure defined but not called.	ExecutorTest.testDefaultFailure	94	16	JAVA_04	Unused Methods
                Violation: ExecutorTest.testSingleCheckFailure defined but not called.	ExecutorTest.testSingleCheckFailure	104	16	JAVA_04	Unused Methods
                Violation: ExecutorTest.testIgnoreDependenciesFailure defined but not called.	ExecutorTest.testIgnoreDependenciesFailure	114	16	JAVA_04	Unused Methods
                Violation: ExecutorTest.testKeepGoingDefault defined but not called.	ExecutorTest.testKeepGoingDefault	119	16	JAVA_04	Unused Methods
                Violation: ExecutorTest.testKeepGoingSingleCheck defined but not called.	ExecutorTest.testKeepGoingSingleCheck	129	16	JAVA_04	Unused Methods
                Violation: ExecutorTest.testKeepGoingIgnoreDependencies defined but not called.	ExecutorTest.testKeepGoingIgnoreDependencies	139	16	JAVA_04	Unused Methods
                Calling too many functions (8)	ExecutorTest.testKeepGoingIgnoreDependencies	139	16	METRIC_00	Program Unit Call Count
                Comment/Code Ratio too low (0%)	ExecutorTest.buildStarted	44		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	ExecutorTest.buildFinished	45		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	ExecutorTest.targetFinished	46		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	ExecutorTest.taskStarted	47		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	ExecutorTest.taskFinished	48		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	ExecutorTest.messageLogged	49		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	ExecutorTest.ExecutorTest	51		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	ExecutorTest.setUp	55		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	ExecutorTest.getProject	61		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	ExecutorTest.getProject	65		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	ExecutorTest.getProject	69		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	ExecutorTest.testDefaultExecutor	79		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	ExecutorTest.testSingleCheckExecutor	84		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	ExecutorTest.testIgnoreDependenciesExecutor	89		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	ExecutorTest.testDefaultFailure	94		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	ExecutorTest.testSingleCheckFailure	104		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	ExecutorTest.testKeepGoingDefault	119		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	ExecutorTest.testKeepGoingSingleCheck	129		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (9%)	ExecutorTest.testKeepGoingIgnoreDependencies	139		METRIC_02	Program Unit Comment to Code Ratio
              ExtendedTaskdefTest.java					
                No exit point in method	ExtendedTaskdefTest.ExtendedTaskdefTest	31	11	JAVA_03	Single exit point at end
                Violation: ExtendedTaskdefTest.testRun defined but not called.	ExtendedTaskdefTest.testRun	53	16	JAVA_04	Unused Methods
                Violation: ExtendedTaskdefTest.testRun2 defined but not called.	ExtendedTaskdefTest.testRun2	59	16	JAVA_04	Unused Methods
                Comment/Code Ratio too low (0%)	ExtendedTaskdefTest.setUp	35		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	ExtendedTaskdefTest.testRun	53		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	ExtendedTaskdefTest.testRun2	59		METRIC_02	Program Unit Comment to Code Ratio
              ImmutableTest.java					
                No exit point in method	ImmutableTest.ImmutableTest	27	11	JAVA_03	Single exit point at end
                Violation: ImmutableTest.test1 defined but not called.	ImmutableTest.test1	36	16	JAVA_04	Unused Methods
                Violation: ImmutableTest.test2 defined but not called.	ImmutableTest.test2	42	16	JAVA_04	Unused Methods
                Violation: ImmutableTest.test3 defined but not called.	ImmutableTest.test3	49	16	JAVA_04	Unused Methods
                Violation: ImmutableTest.test4 defined but not called.	ImmutableTest.test4	55	16	JAVA_04	Unused Methods
                Violation: ImmutableTest.test5 defined but not called.	ImmutableTest.test5	60	16	JAVA_04	Unused Methods
                Violation: ImmutableTest.test6 defined but not called.	ImmutableTest.test6	66	16	JAVA_04	Unused Methods
                Violation: ImmutableTest.test7 defined but not called.	ImmutableTest.test7	73	16	JAVA_04	Unused Methods
                Comment/Code Ratio too low (0%)	ImmutableTest.ImmutableTest	27		METRIC_02	Program Unit Comment to Code Ratio
                Comment/Code Ratio too low (0%)	ImmutableTest.setUp	31		METRIC_02	Program Unit Comment to Code Ratio
              IncludeTest.java					
                Fixed Value(1) used incorrectly	indexOf	67	75	JAVA_01	Magic Numbers - Java
                Fixed Value(1) used incorrectly	indexOf	94	57	JAVA_01	Magic Numbers - Java
                No exit point in method	IncludeTest.IncludeTest	31	11	JAVA_03	Single exit point at end
                Violation: IncludeTest.test1 defined but not called.	IncludeTest.test1	35	16	JAVA_04	Unused Methods
                Violation: IncludeTest.test2 defined but not called.	IncludeTest.test2	40	16	JAVA_04	Unused Methods
                Violation: IncludeTest.test3 defined but not called.	IncludeTest.test3	45	16	JAVA_04	Unused Methods
                Violation: IncludeTest.test4 defined but not called.	IncludeTest.test4	50	16	JAVA_04	Unused Methods
                Violation: IncludeTest.test5 defined but not called.	IncludeTest.test5	55	16	JAVA_04	Unused Methods
                Violation: IncludeTest.testParseErrorInIncluding defined but not called.	IncludeTest.testParseErrorInIncluding	60	16	JAVA_04	Unused Methods
                Violation: IncludeTest.testTaskErrorInIncluding defined but not called.	IncludeTest.testTaskErrorInIncluding	71	16	JAVA_04	Unused Methods
                Violation: IncludeTest.testParseErrorInIncluded defined but not called.	IncludeTest.testParseErrorInIncluded	86	16	JAVA_04	Unused Methods
                Violation: IncludeTest.testTaskErrorInIncluded defined but not called.	IncludeTest.testTaskErrorInIncluded	98	16	JAVA_04	Unused Methods
                Violation: IncludeTest.testWithSpaceInclude defined but not called.	IncludeTest.testWithSpaceInclude	113	16	JAVA_04	Unused Methods
                Violation: IncludeTest.testWithSpaceSimple defined but not called.	IncludeTest.testWithSpaceSimple	123	16	JAVA_04	Unused Methods
                Violation: IncludeTest.testWithSpaceRelative defined but not called.	IncludeTest.testWithSpaceRelative	128	16	JAVA_04	Unused Methods
