Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Private Method,"org.apache.tools.ant.taskdefs.optional.jlink.jlink.calcChecksum",,,,,,,,,,,,,,,,,,,,,,,,,,3,13,1,12,5,9,0,5,2,0,8,10,5,5,2,2,2,1,0,,,,,0,,1,0,,0.00,2,2,2,1
Private Method,"org.apache.tools.ant.taskdefs.optional.jlink.jlink.getEntryName",,,,,,,,,,,,,,,,,,,,,,,,,,3,29,2,24,4,17,3,8,8,1,8,14,4,10,6,6,6,4,7,,,,,4,,3,4,,0.13,6,6,6,4
Public Method,"org.apache.tools.ant.taskdefs.optional.jlink.jlink.link",,,,,,,,,,,,,,,,,,,,,,,,,,9,53,7,30,8,23,16,13,18,1,15,21,8,13,6,6,7,1,3,,,,,0,,2,0,,0.53,6,6,7,1
Public Static Method,"org.apache.tools.ant.taskdefs.optional.jlink.jlink.main",,,,,,,,,,,,,,,,,,,,,,,,,,3,24,1,16,2,11,7,7,8,1,9,13,3,10,4,4,4,1,1,,,,,0,,1,0,,0.44,4,4,4,1
Private Method,"org.apache.tools.ant.taskdefs.optional.jlink.jlink.mergeZipJarContents",,,,,,,,,,,,,,,,,,,,,,,,,,6,52,5,33,10,25,14,14,9,1,17,24,10,14,7,7,7,6,5,,,,,5,,4,5,,0.42,7,7,7,6
Private Method,"org.apache.tools.ant.taskdefs.optional.jlink.jlink.processEntry",,,,,,,,,,,,,,,,,,,,,,,,,,6,44,4,27,5,21,13,20,8,1,15,20,5,15,5,5,6,1,2,,,,,0,,3,0,,0.48,5,5,6,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jlink.jlink.setCompression",,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jlink.jlink.setOutfile",,,,,,,,,,,,,,,,,,,,,,,,,,3,9,0,6,1,3,3,1,2,0,2,4,1,3,2,2,2,1,1,,,,,0,,1,0,,0.50,2,2,2,1
Package,"org.apache.tools.ant.taskdefs.optional.jsp",2,2,2,1,15,0,8,5,,,,6,2,2,,5,,59,23,61,,2,7,5,47,,1336,153,603,207,350,580,,,,306,433,195,238,,,,,,13,13,13,3,,,3,,,0.96,123,123,127,67
Public Class,"org.apache.tools.ant.taskdefs.optional.jsp.Jasper41Mangler",3,3,3,1,19,0,12,6,2,0,0,,1,0,,,,2,0,3,3,0,1,0,2,,71,6,40,12,26,25,,,,25,35,15,20,,,,,,5,5,6,1,,1,2,,0,0.63,9,9,10,3
Private Static Method,"org.apache.tools.ant.taskdefs.optional.jsp.Jasper41Mangler.mangleChar",,,,,,,,,,,,,,,,,,,,,,,,,,2,18,0,13,4,9,5,4,4,1,11,14,6,8,3,3,3,1,0,,,,,0,,1,0,,0.38,3,3,3,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.Jasper41Mangler.mapJspToJavaName",,,,,,,,,,,,,,,,,,,,,,,,,,2,30,0,22,6,16,8,10,8,1,13,18,7,11,5,5,6,1,2,,,,,0,,2,0,,0.36,5,5,6,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.Jasper41Mangler.mapPath",,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,3,1,1,7,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,2.33,1,1,1,1
Public Class,"org.apache.tools.ant.taskdefs.optional.jsp.JspC",1,1,1,1,12,0,6,5,1,9,0,,0,1,,,,41,16,41,121,0,3,3,35,,674,77,314,91,173,283,,,,124,201,85,116,,,,,,13,13,13,3,,4,3,,93,0.90,73,73,74,45
Public Static Class,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.WebAppParameter",1,1,1,1,7,0,3,4,1,0,0,,0,0,,,,2,1,2,2,0,0,0,2,,27,3,9,4,2,15,,,,3,6,4,2,,,,,,1,1,1,1,,1,0,,0,1.67,2,2,2,2
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.WebAppParameter.getDirectory",,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.WebAppParameter.setBaseDir",,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.addWebApp",,,,,,,,,,,,,,,,,,,,,,,,,,2,15,0,8,2,4,7,1,2,0,2,4,1,3,2,2,2,1,1,,,,,0,,1,0,,0.88,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.createClasspath",,,,,,,,,,,,,,,,,,,,,,,,,,2,10,0,6,1,3,4,5,2,0,2,4,1,3,2,2,2,1,0,,,,,0,,1,0,,0.67,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.createCompilerclasspath",,,,,,,,,,,,,,,,,,,,,,,,,,1,10,0,6,1,3,4,5,2,0,2,4,1,3,2,2,2,1,0,,,,,0,,1,0,,0.67,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.deleteEmptyJavaFiles",,,,,,,,,,,,,,,,,,,,,,,,,,1,17,0,12,3,7,5,7,4,1,4,8,3,5,4,4,5,1,0,,,,,0,,3,0,,0.42,4,4,5,1
Private Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.doCompilation",,,,,,,,,,,,,,,,,,,,,,,,,,5,17,1,11,2,6,5,5,3,0,3,6,1,5,3,3,3,1,1,,,,,0,,2,0,,0.45,3,3,3,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.execute",,,,,,,,,,,,,,,,,,,,,,,,,,9,103,15,71,12,55,17,20,308,2,29,42,11,31,13,13,13,3,10,,,,,2,,3,2,,0.24,13,13,13,3
Private Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.getActualDestDir",,,,,,,,,,,,,,,,,,,,,,,,,,4,15,0,11,4,8,4,3,2,0,5,7,3,4,2,2,2,1,1,,,,,0,,1,0,,0.36,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.getClasspath",,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.getCompileList",,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.getCompilerclasspath",,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.getDestdir",,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.getFailonerror",,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.getIeplugin",,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.getPackage",,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.getSrcDir",,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.getUribase",,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.getUriroot",,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.getVerbose",,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.getWebApp",,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.getWebinc",,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.getWebxml",,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Private Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.isCompileNeeded",,,,,,,,,,,,,,,,,,,,,,,,,,4,41,0,25,2,20,16,6,4,1,8,12,2,10,4,4,4,1,2,,,,,0,,3,0,,0.64,4,4,4,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.isMapped",,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.mapToJavaFile",,,,,,,,,,,,,,,,,,,,,,,,,,4,18,0,8,3,4,10,4,2,0,3,5,2,3,2,2,2,1,1,,,,,0,,1,0,,1.25,2,2,2,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.resetFileLists",,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.00,1,1,1,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.scanDir",,,,,,,,,,,,,,,,,,,,,,,,,,9,33,3,22,7,15,8,7,9,1,12,17,7,10,5,5,5,3,1,,,,,1,,2,1,,0.36,5,5,5,3
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.setClasspath",,,,,,,,,,,,,,,,,,,,,,,,,,2,11,0,7,1,4,4,2,2,0,2,4,1,3,2,2,2,1,1,,,,,0,,1,0,,0.57,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.setClasspathRef",,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,3,1,1,4,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.setCompiler",,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.setCompilerclasspath",,,,,,,,,,,,,,,,,,,,,,,,,,2,11,0,7,1,4,4,2,2,0,2,4,1,3,2,2,2,1,1,,,,,0,,1,0,,0.57,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.setDestdir",,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.setFailonerror",,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.setIeplugin",,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.setMapped",,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.setPackage",,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.setSrcDir",,,,,,,,,,,,,,,,,,,,,,,,,,2,11,0,7,1,4,4,2,2,0,2,4,1,3,2,2,2,1,1,,,,,0,,1,0,,0.57,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.setUribase",,,,,,,,,,,,,,,,,,,,,,,,,,1,10,0,3,1,1,7,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,2.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.setUriroot",,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,3,1,1,6,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,2.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.setVerbose",,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.setWebinc",,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspC.setWebxml",,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Interface,"org.apache.tools.ant.taskdefs.optional.jsp.JspMangler",0,0,0,0,0,0,0,0,0,0,2,,0,0,,,,2,0,2,2,2,0,0,0,,20,4,4,3,0,12,,,,2,3,3,0,,,,,,0,0,0,0,,0,0,,0,3.00,0,0,0,0
Abstract Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspMangler.mapJspToJavaName",,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,1,1,0,6,1,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,6.00,0,0,0,0
Abstract Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspMangler.mapPath",,,,,,,,,,,,,,,,,,,,,,,,,,0,7,0,1,1,0,6,1,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,6.00,0,0,0,0
Public Class,"org.apache.tools.ant.taskdefs.optional.jsp.JspNameMangler",2,2,2,1,18,0,10,7,2,1,0,,1,1,,,,4,0,5,5,0,3,0,2,,132,13,70,30,47,49,,,,33,47,19,28,,,,,,6,6,6,3,,1,2,,80,0.70,13,13,13,7
Private Static Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspNameMangler.mangleChar",,,,,,,,,,,,,,,,,,,,,,,,,,3,25,0,17,5,12,8,4,8,1,13,17,7,10,4,4,4,1,0,,,,,0,,1,0,,0.47,4,4,4,1
Private Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspNameMangler.mapJspToBaseName",,,,,,,,,,,,,,,,,,,,,,,,,,4,39,2,26,5,18,11,10,18,1,16,22,7,15,6,6,6,3,4,,,,,3,,2,2,,0.42,6,6,6,3
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspNameMangler.mapJspToJavaName",,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,3,1,1,6,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,2.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspNameMangler.mapPath",,,,,,,,,,,,,,,,,,,,,,,,,,0,10,0,3,1,1,7,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,2.33,1,1,1,1
Private Method,"org.apache.tools.ant.taskdefs.optional.jsp.JspNameMangler.stripExtension",,,,,,,,,,,,,,,,,,,,,,,,,,2,9,0,3,1,1,6,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,2.00,1,1,1,1
Public Class,"org.apache.tools.ant.taskdefs.optional.jsp.WLJspc",3,3,3,1,27,2,16,8,1,6,0,,0,0,,,,8,6,8,88,0,0,2,6,,301,39,143,39,104,119,,,,90,115,41,74,,,,,,9,9,10,3,,4,2,,68,0.83,26,26,28,10
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.WLJspc.createClasspath",,,,,,,,,,,,,,,,,,,,,,,,,,1,10,0,6,1,3,4,4,2,0,2,4,1,3,2,2,2,1,0,,,,,0,,1,0,,0.67,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.WLJspc.execute",,,,,,,,,,,,,,,,,,,,,,,,,,8,101,14,63,10,53,24,31,144,2,44,53,12,41,9,9,10,1,1,,,,,0,,2,0,,0.38,9,9,10,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.jsp.WLJspc.replaceString",,,,,,,,,,,,,,,,,,,,,,,,,,5,20,0,13,6,9,7,4,2,0,10,12,6,6,3,3,3,1,0,,,,,0,,1,0,,0.54,3,3,3,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.jsp.WLJspc.scanDir",,,,,,,,,,,,,,,,,,,,,,,,,,10,50,5,37,11,30,8,10,17,1,23,29,11,18,7,7,8,3,2,,,,,2,,2,1,,0.22,7,7,8,3
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.WLJspc.setClasspath",,,,,,,,,,,,,,,,,,,,,,,,,,2,11,0,7,1,4,4,2,2,0,2,4,1,3,2,2,2,1,1,,,,,0,,1,0,,0.57,2,2,2,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.WLJspc.setDest",,,,,,,,,,,,,,,,,,,,,,,,,,1,10,1,3,1,1,6,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,2.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.WLJspc.setPackage",,,,,,,,,,,,,,,,,,,,,,,,,,1,9,1,3,1,1,5,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.WLJspc.setSrc",,,,,,,,,,,,,,,,,,,,,,,,,,1,10,1,3,1,1,6,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,2.00,1,1,1,1
Package,"org.apache.tools.ant.taskdefs.optional.jsp.compilers",2,2,2,1,20,0,15,4,,,,2,0,0,,2,,10,1,10,,4,3,0,3,,245,27,117,37,71,101,,,,69,87,37,50,,,,,,5,5,5,1,,,2,,,0.86,16,16,16,6
Public Class,"org.apache.tools.ant.taskdefs.optional.jsp.compilers.JasperC",2,2,2,1,20,0,15,4,1,12,0,,0,0,,,,6,1,6,6,0,3,0,3,,151,16,97,18,71,38,,,,51,68,18,50,,,,,,5,5,5,1,,2,2,,66,0.39,16,16,16,6
Public Constructor,"org.apache.tools.ant.taskdefs.optional.jsp.compilers.JasperC.JasperC",,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,3,1,1,4,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.compilers.JasperC.createMangler",,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.jsp.compilers.JasperC.execute",,,,,,,,,,,,,,,,,,,,,,,,,,5,48,1,37,6,30,10,24,6,1,21,26,6,20,5,5,5,1,5,,,,,0,,2,0,,0.27,5,5,5,1
Private Method,"org.apache.tools.ant.taskdefs.optional.jsp.compilers.JasperC.getClasspath",,,,,,,,,,,,,,,,,,,,,,,,,,2,12,0,9,2,6,3,6,2,0,4,6,2,4,2,2,2,1,1,,,,,0,,1,0,,0.33,2,2,2,1
Private Method,"org.apache.tools.ant.taskdefs.optional.jsp.compilers.JasperC.isTomcat5x",,,,,,,,,,,,,,,,,,,,,,,,,,1,17,0,14,2,10,3,6,2,0,6,9,2,7,3,3,3,1,3,,,,,0,,1,0,,0.21,3,3,3,1
Private Method,"org.apache.tools.ant.taskdefs.optional.jsp.compilers.JasperC.setupJasperCommand",,,,,,,,,,,,,,,,,,,,,,,,,,1,35,3,28,4,23,4,20,8,1,17,21,4,17,4,4,4,1,1,,,,,0,,1,0,,0.14,4,4,4,1
Public Interface,"org.apache.tools.ant.taskdefs.optional.jsp.compilers.JspCompilerAdapter",0,0,0,0,0,0,0,0,0,3,0,,0,0,,,,4,0,4,4,4,0,0,0,,29,5,6,5,0,18,,,,4,5,5,0,,,,,,0,0,0,0,,0,0,,0,3.00,0,0,0,0
Abstract Method,"org.apache.tools.ant.taskdefs.optional.jsp.compilers.JspCompilerAdapter.createMangler",,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,1,1,0,3,1,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,3.00,0,0,0,0
Abstract Method,"org.apache.tools.ant.taskdefs.optional.jsp.compilers.JspCompilerAdapter.execute",,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,1,1,0,6,1,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,6.00,0,0,0,0
Abstract Method,"org.apache.tools.ant.taskdefs.optional.jsp.compilers.JspCompilerAdapter.implementsOwnDependencyChecking",,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,1,1,0,5,1,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,5.00,0,0,0,0
Abstract Method,"org.apache.tools.ant.taskdefs.optional.jsp.compilers.JspCompilerAdapter.setJspc",,,,,,,,,,,,,,,,,,,,,,,,,,1,5,0,1,1,0,4,0,0,0,1,1,1,0,0,0,0,0,0,,,,,0,,0,0,,4.00,0,0,0,0
Package,"org.apache.tools.ant.taskdefs.optional.junit",1,1,2,1,12,0,8,4,,,,82,36,65,,39,,504,176,540,,38,67,33,402,,9671,974,5074,1684,2972,3646,,,,2554,3591,1638,1953,,,,,,26,26,30,8,,,7,,,0.72,991,981,1074,555
Public Class,"org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer",2,2,2,1,15,0,9,5,1,16,0,,1,6,,,,12,6,13,13,0,0,5,8,,290,31,149,52,95,110,,,,84,113,50,63,,,,,,5,5,5,1,,1,2,,83,0.74,26,26,26,13
Public Constructor,"org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer.AggregateTransformer",,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,4,1,2,4,3,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,1.00,1,1,1,1
Public Static Class,"org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer.Format",1,1,1,1,7,0,3,4,1,1,0,,0,0,,,,1,0,1,10,0,0,0,1,,12,0,5,2,1,7,,,,1,3,2,1,,,,,,1,1,1,1,,2,0,,0,1.40,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer.Format.getValues",,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,3,1,1,4,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer.checkOptions",,,,,,,,,,,,,,,,,,,,,,,,,,3,11,0,7,1,4,4,5,3,0,2,5,1,4,3,3,3,1,1,,,,,0,,1,0,,0.57,3,3,3,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer.createParam",,,,,,,,,,,,,,,,,,,,,,,,,,1,11,0,5,2,3,6,2,1,0,3,4,2,2,1,1,1,1,0,,,,,0,,0,0,,1.20,1,1,1,1
Protected Static Method,"org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer.getDocumentBuilderFactory",,,,,,,,,,,,,,,,,,,,,,,,,,1,8,0,3,1,1,5,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer.getStylesheet",,,,,,,,,,,,,,,,,,,,,,,,,,4,20,0,12,4,8,8,7,4,1,5,8,3,5,3,3,3,1,1,,,,,0,,1,0,,0.67,3,3,3,1
Protected Method,"org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer.getStylesheetSystemId",,,,,,,,,,,,,,,,,,,,,,,,,,3,27,0,18,4,12,9,7,8,1,8,13,4,9,5,5,5,1,1,,,,,0,,2,0,,0.50,5,5,5,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer.setExtension",,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,3,1,1,3,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.00,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer.setFormat",,,,,,,,,,,,,,,,,,,,,,,,,,1,7,0,3,1,1,4,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.33,1,1,1,1
Public Method,"org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer.setStyledir",,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,3,1,1,6,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,2.00,1,1,1,1
