system_id,package,class,fullClassName,Kind,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClassMethod,CountDeclClassVariable,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,FEStatus
freecol,net.sf.freecol.client.gui.action,FreeColAction,net.sf.freecol.client.gui.action.FreeColAction,18,1,1,1,1,11,0,5,5,2,5,40,2,7,22,3,24,24,0,0,6,18,372,52,151,55,80,169,67,105,53,52,6,6,6,1,2,1,94,1.12,35,35,35,24,1
freecol,net.sf.freecol.common.option,AbstractUnitOption,net.sf.freecol.common.option.AbstractUnitOption,20,1,1,1,1,9,0,5,4,1,7,0,1,2,17,4,18,117,0,0,1,17,241,32,104,29,56,105,50,78,30,48,6,6,8,1,3,2,81,1.01,26,26,31,18,1
freecol,net.sf.freecol.common.model,Tension,net.sf.freecol.common.model.Tension,20,1,1,1,1,8,0,4,4,1,1,0,0,19,8,1,8,8,0,0,0,8,156,18,70,39,36,69,35,51,34,17,3,3,3,3,1,2,96,0.99,12,12,12,10,1
freecol,net.sf.freecol.common.networking,UpdateCurrentStopMessage,net.sf.freecol.common.networking.UpdateCurrentStopMessage,20,1,1,1,1,11,0,4,6,1,8,0,1,0,4,1,5,30,0,0,0,5,90,7,27,9,12,56,10,17,9,8,2,2,2,1,2,1,19,2.07,6,6,6,5,1
freecol,net.sf.freecol.client.gui.action,ReportReligionAction,net.sf.freecol.client.gui.action.ReportReligionAction,20,1,1,1,1,7,0,3,4,1,2,0,0,1,2,0,2,26,1,0,0,1,42,3,9,4,3,30,3,6,4,2,1,1,1,1,3,0,50,3.33,2,2,2,2,1
freecol,net.sf.freecol.common.model,PlayerExploredTile,net.sf.freecol.common.model.PlayerExploredTile,20,2,2,2,1,12,0,9,2,1,15,0,1,1,20,11,21,138,0,0,2,19,352,50,211,48,140,93,105,152,44,108,12,12,12,1,3,2,80,0.44,45,45,45,21,2
freecol,net.sf.freecol.client.gui.plaf,FreeColBrightPanelUI,net.sf.freecol.client.gui.plaf.FreeColBrightPanelUI,20,1,1,1,1,4,0,4,0,1,1,0,1,1,1,0,2,2,0,0,0,2,40,4,11,4,4,25,3,7,4,3,2,2,2,1,2,1,50,2.27,3,3,3,2,1
freecol,net.sf.freecol.client.control,InGameInputHandler.ShowMessageSwingTask,net.sf.freecol.client.control.InGameInputHandler.ShowMessageSwingTask,0,3,3,3,1,14,0,11,3,1,0,3,0,0,1,0,1,12,0,0,0,1,19,0,13,2,7,6,3,7,2,5,3,3,3,1,2,2,0,0.46,3,3,3,1,1
freecol,net.sf.freecol.common.model.mission,CompoundMission,net.sf.freecol.common.model.mission.CompoundMission,20,1,1,1,1,10,0,5,4,1,4,0,0,0,14,2,14,146,0,0,4,10,192,18,82,22,38,92,31,58,21,37,5,5,5,5,4,3,60,1.12,24,24,25,21,1
freecol,net.sf.freecol.common.networking,Connection,net.sf.freecol.common.networking.Connection,20,2,2,2,1,19,0,11,7,1,6,1,1,3,17,8,18,18,0,2,1,15,430,47,228,64,156,156,113,158,54,104,7,7,7,3,1,3,80,0.68,41,41,41,20,1
freecol,net.sf.freecol.client.gui.panel,MapEditorTransformPanel,net.sf.freecol.client.gui.panel.MapEditorTransformPanel,20,2,2,2,1,26,1,19,6,1,21,0,1,2,3,3,4,44,0,2,0,2,355,33,225,65,148,97,106,156,65,91,4,4,4,1,3,2,60,0.43,8,8,8,4,1
freecol,net.sf.freecol.client.gui.action,DisplayGridAction,net.sf.freecol.client.gui.action.DisplayGridAction,20,1,1,1,1,9,0,4,5,1,3,0,0,1,2,0,2,34,1,0,0,1,47,4,11,5,5,32,5,8,5,3,1,1,1,1,5,0,50,2.91,2,2,2,2,1
freecol,net.sf.freecol.server.ai.mission,UnitSeekAndDestroyMission,net.sf.freecol.server.ai.mission.UnitSeekAndDestroyMission,20,3,3,3,1,18,0,11,6,1,23,0,13,2,12,1,25,165,0,6,3,16,533,51,285,88,196,199,119,180,75,105,15,12,16,9,4,2,89,0.7,81,78,91,39,1
freecol,net.sf.freecol.common.networking,AbandonColonyMessage,net.sf.freecol.common.networking.AbandonColonyMessage,20,1,1,1,1,13,0,6,6,1,8,0,1,0,4,1,5,30,0,0,0,5,100,9,33,10,16,58,11,19,9,10,3,3,3,3,2,1,19,1.76,7,7,7,7,1
freecol,net.sf.freecol.common.networking,PayArrearsMessage,net.sf.freecol.common.networking.PayArrearsMessage,20,1,1,1,1,11,0,4,6,1,9,0,1,0,4,1,5,30,0,0,0,5,89,7,24,11,10,58,8,14,9,5,1,1,1,1,2,0,19,2.42,5,5,5,5,1
freecol,net.sf.freecol.client.gui.action,UnloadAction,net.sf.freecol.client.gui.action.UnloadAction,20,1,1,2,1,10,0,5,4,1,4,0,0,1,5,2,5,31,0,1,1,3,85,8,32,12,17,45,13,20,11,9,2,2,4,1,4,1,66,1.41,7,7,10,5,1
freecol,net.sf.freecol.server.model,TradeSession,net.sf.freecol.server.model.TradeSession,20,1,1,1,1,4,0,3,0,1,4,0,0,1,10,5,10,18,0,0,0,10,96,17,47,18,20,32,25,36,18,18,1,1,2,1,2,0,73,0.68,10,10,11,10,1
freecol,net.sf.freecol.common.model,NationOptions,net.sf.freecol.common.model.NationOptions,20,1,1,1,1,12,0,7,5,1,5,0,1,1,11,3,12,96,0,0,2,10,215,24,95,28,56,96,45,72,29,43,6,6,7,4,2,4,68,1.01,22,22,23,15,1
freecol,net.sf.freecol.client.gui.panel,PlayersTable.PlayerCellEditor,net.sf.freecol.client.gui.panel.PlayersTable.PlayerCellEditor,20,1,1,1,1,4,0,4,0,2,1,0,0,0,3,1,3,3,0,0,0,3,22,5,17,6,7,0,5,10,6,4,1,1,1,1,2,0,33,0,3,3,3,3,1
freecol,net.sf.freecol.client.gui.panel,MapEditorTransformPanel.SettlementTransform,net.sf.freecol.client.gui.panel.MapEditorTransformPanel.SettlementTransform,7,4,4,4,1,21,0,21,0,1,12,0,0,0,1,0,1,4,0,0,0,1,23,0,23,7,16,0,12,17,7,10,4,4,4,1,2,3,0,0,4,4,4,1,1
freecol,net.sf.freecol.server.ai,StandardAIPlayerTest,net.sf.freecol.server.ai.StandardAIPlayerTest,20,5,5,5,1,39,5,31,2,1,15,0,0,6,3,0,3,26,0,0,0,3,156,22,108,46,85,26,66,86,40,46,7,7,7,1,3,2,55,0.24,15,15,15,3,1
freecol,net.sf.freecol.common.networking,Message,net.sf.freecol.common.networking.Message,20,1,1,1,1,11,0,5,6,1,2,0,1,3,14,1,15,15,0,1,1,13,229,23,85,28,45,122,35,56,26,30,9,9,9,8,1,4,81,1.44,24,24,25,22,1
freecol,net.sf.freecol.client.gui.panel,RiverStylePanel,net.sf.freecol.client.gui.panel.RiverStylePanel,20,2,2,2,1,21,0,14,6,1,5,0,0,4,2,0,2,58,0,0,0,2,82,8,36,13,27,38,25,31,13,18,2,2,2,1,4,1,50,1.06,4,4,4,2,1
freecol,net.sf.freecol.common.networking,DeliverGiftMessage,net.sf.freecol.common.networking.DeliverGiftMessage,20,1,1,1,1,14,0,6,7,1,10,0,1,0,7,3,8,33,0,0,0,8,159,14,59,18,32,86,25,37,16,21,4,4,4,4,2,1,29,1.46,11,11,11,11,1
freecol,net.sf.freecol.client.gui.option,IntegerOptionUI,net.sf.freecol.client.gui.option.IntegerOptionUI,20,1,1,1,1,10,0,6,3,1,2,0,0,0,4,1,4,17,0,0,0,4,76,9,30,11,18,37,15,22,11,11,3,3,3,1,2,2,0,1.23,6,6,6,4,1
freecol,net.sf.freecol.client.gui.action,MapEditorAction,net.sf.freecol.client.gui.action.MapEditorAction,20,1,1,1,1,8,0,3,5,1,3,0,0,1,2,0,2,26,1,0,0,1,45,4,9,4,3,32,3,6,4,2,1,1,1,1,3,0,50,3.56,2,2,2,2,1
freecol,net.sf.freecol.common.model,HistoryEvent,net.sf.freecol.common.model.HistoryEvent,20,1,1,1,1,10,0,4,5,1,2,0,1,0,14,2,15,130,0,0,2,13,222,22,89,40,31,111,30,49,20,29,3,3,3,1,3,1,60,1.25,17,17,17,15,1
freecol,net.sf.freecol.server.control,InputHandler.DisconnectHandler,net.sf.freecol.server.control.InputHandler.DisconnectHandler,7,3,3,3,1,10,0,10,0,2,7,0,0,0,2,0,2,2,0,1,0,1,24,1,22,5,13,1,9,15,5,10,4,4,5,1,1,1,0,0.05,6,6,7,2,1
freecol,net.sf.freecol.client.gui.panel,AbstractGoodsLabel,net.sf.freecol.client.gui.panel.AbstractGoodsLabel,20,1,1,1,1,7,0,3,4,1,5,3,0,0,10,4,10,10,0,0,1,9,122,17,38,15,14,67,16,27,15,12,1,1,1,1,2,0,75,1.76,10,10,10,10,1
freecol,net.sf.freecol.common.io,FreeColSavegameFile,net.sf.freecol.common.io.FreeColSavegameFile,20,1,1,1,1,7,0,3,4,1,0,0,0,5,3,0,3,11,0,0,1,2,81,10,17,11,8,54,8,12,9,3,1,1,1,1,2,0,93,3.18,3,3,3,3,1
freecol,net.sf.freecol.common.model,Modifier.Type,net.sf.freecol.common.model.Modifier.Type,21,1,1,1,1,0,0,0,0,1,0,0,0,0,2,3,2,2,0,0,0,2,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,100,0,2,2,2,2,1
freecol,net.sf.freecol.client.gui.panel,NegotiationDialog.StanceTradeItemPanel,net.sf.freecol.client.gui.panel.NegotiationDialog.StanceTradeItemPanel,7,2,2,3,1,21,1,15,4,2,5,0,0,0,3,5,3,3,0,0,0,3,107,16,78,26,40,14,37,53,20,33,5,5,6,1,2,1,26,0.18,8,8,9,3,1
freecol,net.sf.freecol.client.control,InGameInputHandler.ShowConfirmDialogSwingTask,net.sf.freecol.client.control.InGameInputHandler.ShowConfirmDialogSwingTask,1,1,1,1,1,12,0,8,4,1,4,0,0,0,3,4,3,14,0,0,1,2,54,8,30,12,15,16,14,20,10,10,3,3,3,1,2,2,33,0.53,5,5,5,3,1
freecol,net.sf.freecol.common.option,BooleanOption,net.sf.freecol.common.option.BooleanOption,20,1,1,1,1,9,0,4,5,1,1,0,1,1,8,1,9,108,0,0,3,6,128,14,42,17,17,72,17,28,14,14,2,2,3,1,3,1,83,1.71,11,11,12,9,1
freecol,net.sf.freecol.client.gui.action,NewAction,net.sf.freecol.client.gui.action.NewAction,20,1,1,1,1,10,0,5,5,1,3,0,0,1,2,0,2,26,1,0,0,1,49,4,13,4,6,32,4,8,4,4,2,2,2,1,3,1,50,2.46,3,3,3,2,1
freecol,net.sf.freecol.common.model,LostCityRumour.RumourType,net.sf.freecol.common.model.LostCityRumour.RumourType,21,1,1,1,1,0,0,0,0,1,0,0,0,0,2,11,2,2,0,0,0,2,14,0,13,12,0,1,0,1,1,0,1,1,1,1,1,0,100,0.08,2,2,2,2,1
freecol,net.sf.freecol.client.gui.panel,AboutPanel,net.sf.freecol.client.gui.panel.AboutPanel,20,4,4,5,2,38,4,23,10,1,5,0,0,3,2,0,2,42,0,0,0,2,109,13,54,15,42,44,31,41,13,28,7,7,8,3,3,2,33,0.81,9,9,10,4,1
freecol,net.sf.freecol.client.gui.action,QuitAction,net.sf.freecol.client.gui.action.QuitAction,20,1,1,1,1,8,0,3,5,1,2,0,0,1,2,0,2,26,1,0,0,1,45,4,9,4,3,32,3,6,4,2,1,1,1,1,3,0,50,3.56,2,2,2,2,1
freecol,net.sf.freecol.server.ai,TileImprovementPlan,net.sf.freecol.server.ai.TileImprovementPlan,20,1,1,2,1,13,0,6,6,1,10,0,2,1,18,3,20,130,0,0,3,17,353,38,150,39,86,165,63,97,31,66,5,5,7,3,4,3,65,1.1,34,34,49,22,1
freecol,net.sf.freecol.common.networking,ServerAPI.TrivialMessage,net.sf.freecol.common.networking.ServerAPI.TrivialMessage,7,1,1,1,1,3,0,3,0,1,0,0,0,0,2,2,2,27,0,0,0,2,15,3,11,5,3,1,5,8,5,3,1,1,1,1,2,0,0,0.09,2,2,2,2,1
freecol,net.sf.freecol.common.model,CombatModel,net.sf.freecol.common.model.CombatModel,18,1,1,2,1,11,0,4,6,1,6,1,0,0,13,0,13,13,0,0,0,13,227,21,82,59,14,148,15,26,19,7,1,1,6,1,1,0,0,1.8,7,7,18,7,1
freecol,net.sf.freecol.client.gui.panel,ReportTurnPanel,net.sf.freecol.client.gui.panel.ReportTurnPanel,20,7,7,8,1,40,2,34,2,1,21,0,0,1,8,3,8,56,0,7,0,1,362,33,285,63,226,44,158,226,68,158,20,20,23,4,4,5,75,0.15,61,61,67,13,1
freecol,net.sf.freecol.server.ai,MissionAssignmentTest,net.sf.freecol.server.ai.MissionAssignmentTest,20,2,2,2,1,40,5,31,3,1,33,0,0,7,6,1,6,29,0,0,0,6,288,46,208,99,177,36,149,166,90,76,5,5,6,3,3,2,75,0.17,14,14,15,10,1
freecol,net.sf.freecol.client.gui.action,ReportTurnAction,net.sf.freecol.client.gui.action.ReportTurnAction,20,1,1,1,1,8,0,3,4,1,3,0,0,1,2,1,2,26,1,0,0,1,44,3,11,5,4,30,5,8,5,3,1,1,1,1,3,0,25,2.73,2,2,2,2,1
freecol,net.sf.freecol.client.gui.panel,ConfirmDeclarationDialog,net.sf.freecol.client.gui.panel.ConfirmDeclarationDialog,20,1,1,1,1,24,2,18,3,1,6,0,0,1,2,2,2,58,0,0,0,2,78,11,42,19,29,25,26,30,12,18,2,2,2,1,4,1,33,0.6,3,3,3,2,1
freecol,net.sf.freecol.common.networking,IndianDemandMessage,net.sf.freecol.common.networking.IndianDemandMessage,20,2,2,2,2,15,0,9,5,1,12,0,1,0,10,5,11,36,0,0,0,11,220,21,111,27,67,90,47,73,24,49,12,12,12,12,2,3,52,0.81,29,29,29,22,1
freecol,net.sf.freecol.common.model,UnitTypeChange.ChangeType,net.sf.freecol.common.model.UnitTypeChange.ChangeType,21,1,1,1,1,0,0,0,0,1,0,0,0,0,2,12,2,2,0,0,0,2,14,0,14,13,0,0,0,1,1,0,1,1,1,1,1,0,100,0,2,2,2,2,1
freecol,net.sf.freecol.common.model,Resource,net.sf.freecol.common.model.Resource,20,1,1,1,1,11,0,5,6,1,10,0,1,1,16,2,17,144,0,0,2,15,252,29,92,27,46,131,40,63,23,40,3,3,3,1,4,1,72,1.42,22,22,23,17,1
freecol,net.sf.freecol.common.model.mission,GoToMission,net.sf.freecol.common.model.mission.GoToMission,20,1,1,1,1,8,0,3,5,1,4,0,2,0,12,2,14,146,0,0,2,12,173,20,54,19,21,99,21,36,17,19,1,1,3,1,4,0,67,1.83,14,14,16,14,1
freecol,net.sf.freecol.common.model,Europe,net.sf.freecol.common.model.Europe,20,1,1,2,1,13,0,6,6,3,16,1,1,5,25,6,26,175,0,0,5,21,461,54,193,64,104,219,85,137,57,80,6,6,6,3,4,3,88,1.13,47,47,54,30,1
freecol,net.sf.freecol.client.gui.panel,FreeColDialog.FreeColFileFilter,net.sf.freecol.client.gui.panel.FreeColDialog.FreeColFileFilter,29,1,1,1,1,5,1,4,0,1,1,0,0,0,4,3,4,4,2,0,0,2,33,9,24,10,9,0,11,16,8,8,1,1,3,1,2,0,25,0,4,4,6,4,1
freecol,net.sf.freecol.client.gui.action,ReportIndianAction,net.sf.freecol.client.gui.action.ReportIndianAction,20,1,1,1,1,7,0,3,4,1,2,0,0,1,2,0,2,26,1,0,0,1,42,3,9,4,3,30,3,6,4,2,1,1,1,1,3,0,50,3.33,2,2,2,2,1
freecol,net.sf.freecol.client.control,InGameInputHandler.RefreshTilesSwingTask,net.sf.freecol.client.control.InGameInputHandler.RefreshTilesSwingTask,1,1,1,1,1,4,0,4,0,1,3,0,0,0,2,2,2,15,1,0,0,1,19,6,13,5,5,0,7,10,5,5,1,1,1,1,3,0,0,0,2,2,2,2,1
freecol,net.sf.freecol.common.model,Region,net.sf.freecol.common.model.Region,20,1,1,1,1,11,0,5,5,2,10,1,1,2,36,11,37,154,0,0,1,36,565,56,241,65,125,268,98,166,58,108,11,11,11,3,3,3,86,1.11,64,64,66,43,1
freecol,net.sf.freecol.common.model,FreeColGameObjectType,net.sf.freecol.common.model.FreeColGameObjectType,20,1,1,1,1,10,0,4,5,1,6,20,0,4,23,4,23,107,0,0,10,13,354,42,126,44,64,188,51,89,40,49,8,8,8,1,2,3,92,1.49,36,36,38,23,1
freecol,net.sf.freecol.common.model,Turn,net.sf.freecol.common.model.Turn,20,1,1,1,1,9,0,3,5,1,2,0,13,3,11,1,24,24,0,0,0,24,296,30,103,34,46,163,37,68,34,34,4,4,4,3,1,3,75,1.58,33,33,33,26,1
freecol,net.sf.freecol.common.model,Region.RegionType,net.sf.freecol.common.model.Region.RegionType,21,1,1,1,1,2,0,1,1,1,1,0,0,0,3,7,3,3,0,0,0,3,18,1,12,9,1,5,2,3,2,1,1,1,1,1,1,0,100,0.42,3,3,3,3,1
freecol,net.sf.freecol.common.model,FreeColGameObject,net.sf.freecol.common.model.FreeColGameObject,18,2,2,2,1,14,0,8,5,1,15,22,1,2,32,3,33,117,0,1,6,26,582,59,286,77,173,237,119,190,61,129,13,13,13,13,2,3,82,0.83,73,73,81,50,1
freecol,net.sf.freecol.client.gui.panel,CaptureGoodsDialog.CheckBoxRenderer,net.sf.freecol.client.gui.panel.CaptureGoodsDialog.CheckBoxRenderer,7,1,1,1,1,7,0,6,1,2,1,0,0,0,2,0,2,2,0,0,0,2,19,2,15,8,5,2,5,8,4,4,1,1,1,1,2,0,0,0.13,2,2,2,2,1
freecol,net.sf.freecol.client.gui.panel,PlayersTable.AvailableCellRenderer,net.sf.freecol.client.gui.panel.PlayersTable.AvailableCellRenderer,1,1,1,1,1,8,0,4,4,2,2,0,0,0,2,1,2,2,0,0,0,2,25,3,13,7,4,11,4,7,4,3,1,1,1,1,1,0,0,0.85,2,2,2,2,1
freecol,net.sf.freecol.server.model,ServerEurope,net.sf.freecol.server.model.ServerEurope,20,2,2,3,1,16,0,9,6,2,12,0,0,1,6,0,6,181,0,0,0,6,131,11,62,24,38,58,28,44,23,21,7,7,7,5,5,4,83,0.94,17,17,18,10,1
freecol,net.sf.freecol.server.model,ServerRegion,net.sf.freecol.server.model.ServerRegion,20,1,1,1,1,10,0,5,5,1,4,0,0,0,8,2,8,162,0,0,0,8,125,11,49,12,29,65,26,36,11,25,2,2,5,1,4,1,56,1.33,9,9,12,8,1
freecol,net.sf.freecol.client.gui.action,ActionManager,net.sf.freecol.client.gui.action.ActionManager,20,2,2,2,1,27,0,20,6,1,82,0,0,1,5,2,5,132,0,0,0,5,171,9,109,11,88,53,84,100,14,86,4,4,4,1,4,2,60,0.49,11,11,11,5,1
freecol,net.sf.freecol.common.model,NationTypeTest,net.sf.freecol.common.model.NationTypeTest,20,3,2,3,1,23,3,20,0,1,17,0,0,0,6,0,6,29,0,0,0,6,169,27,123,19,98,19,69,93,26,67,10,8,13,1,3,5,0,0.15,19,17,22,6,1
freecol,net.sf.freecol.server.ai,AIColonyTest,net.sf.freecol.server.ai.AIColonyTest,20,2,2,2,1,36,4,28,5,1,30,0,0,16,7,0,7,30,0,2,0,5,330,44,234,75,191,63,137,153,55,98,5,5,6,3,3,2,77,0.27,15,15,16,11,1
freecol,net.sf.freecol.common.model,SettlementType,net.sf.freecol.common.model.SettlementType,20,1,1,1,1,11,0,5,5,1,5,0,1,0,28,13,29,136,0,0,5,24,445,50,175,54,97,220,78,126,53,73,5,5,5,5,3,4,87,1.26,41,41,41,37,1
freecol,net.sf.freecol.client.gui.action,UnitAction,net.sf.freecol.client.gui.action.UnitAction,18,1,1,1,1,8,0,3,5,1,2,14,0,0,2,0,2,28,0,0,2,0,43,3,9,4,2,31,2,5,3,2,1,1,2,1,4,0,0,3.44,2,2,3,2,1
freecol,net.sf.freecol.client.gui.plaf,FreeColTextAreaUI,net.sf.freecol.client.gui.plaf.FreeColTextAreaUI,20,1,1,1,1,4,0,4,0,1,2,0,1,0,3,1,4,4,0,0,0,4,49,7,20,8,7,22,7,13,7,6,2,2,2,1,2,1,50,1.1,5,5,5,4,1
freecol,net.sf.freecol.client.gui.action,FindSettlementAction,net.sf.freecol.client.gui.action.FindSettlementAction,20,1,1,1,1,8,0,3,5,1,2,0,0,1,2,0,2,28,1,0,0,1,45,4,9,4,3,32,3,6,4,2,1,1,1,1,4,0,50,3.56,2,2,2,2,1
freecol,net.sf.freecol.client.gui.action,ZoomInAction,net.sf.freecol.client.gui.action.ZoomInAction,20,1,1,1,1,12,1,5,5,1,4,0,0,1,3,0,3,27,1,0,1,1,67,8,21,7,11,38,9,15,6,9,3,3,3,3,3,1,66,1.81,5,5,5,5,1
freecol,net.sf.freecol.common.networking,SetGoodsLevelsMessage,net.sf.freecol.common.networking.SetGoodsLevelsMessage,20,1,1,1,1,13,0,6,6,1,9,0,1,0,4,2,5,30,0,0,0,5,104,9,34,13,17,61,16,23,11,12,2,2,2,1,2,1,19,1.79,6,6,6,5,1
freecol,net.sf.freecol.client.gui,WindowedFrame,net.sf.freecol.client.gui.WindowedFrame,20,1,1,1,1,13,1,10,2,1,3,0,0,1,2,0,2,7,0,0,0,2,58,7,24,5,15,27,10,15,5,10,2,2,2,1,3,1,50,1.13,3,3,3,2,1
freecol,net.sf.freecol.server.control,FreeColServerHolder,net.sf.freecol.server.control.FreeColServerHolder,20,1,1,1,1,8,0,3,5,1,2,2,0,0,3,1,3,3,0,0,3,0,52,3,12,5,3,37,4,8,5,3,1,1,1,1,1,0,0,3.08,3,3,3,3,1
freecol,net.sf.freecol.metaserver,MetaRegister,net.sf.freecol.metaserver.MetaRegister,20,2,2,2,1,18,0,9,8,1,6,0,0,1,8,1,8,8,0,3,0,5,195,20,82,23,49,93,39,59,21,38,4,4,4,3,1,2,37,1.13,19,19,20,10,1
freecol,net.sf.freecol.common.model,GoodsType,net.sf.freecol.common.model.GoodsType,20,1,1,1,1,8,0,4,3,1,2,0,1,0,40,16,41,148,3,0,5,33,454,60,221,69,104,174,97,151,62,89,5,5,5,4,3,2,91,0.79,53,53,54,44,1
freecol,net.sf.freecol.common.option,PercentageOption,net.sf.freecol.common.option.PercentageOption,20,1,1,1,1,9,0,3,5,1,1,0,1,1,3,0,4,121,0,0,2,2,67,6,18,7,7,43,7,12,6,6,1,1,1,1,4,0,100,2.39,4,4,4,4,1
freecol,net.sf.freecol.tools,FlagTest,net.sf.freecol.tools.FlagTest,20,1,1,1,1,11,2,8,0,1,1,0,1,1,1,0,2,2,0,0,0,2,217,25,173,69,133,19,121,149,72,77,2,2,2,1,2,1,100,0.11,3,3,3,2,1
freecol,net.sf.freecol.server.model,ServerColonyTest,net.sf.freecol.server.model.ServerColonyTest,20,1,1,1,1,38,7,28,2,1,26,0,0,13,8,0,8,31,0,0,0,8,418,90,257,107,220,71,196,209,91,118,3,3,3,3,3,2,81,0.28,12,12,12,10,1
freecol,net.sf.freecol.client.gui.panel,MapEditorTransformPanel.TileTypeTransform,net.sf.freecol.client.gui.panel.MapEditorTransformPanel.TileTypeTransform,20,1,1,1,1,3,0,3,0,1,2,0,0,0,3,1,3,6,0,1,0,2,16,3,13,5,4,0,5,9,5,4,1,1,1,1,2,0,0,0,3,3,3,3,1
freecol,net.sf.freecol.server.ai,NativeAIPlayer,net.sf.freecol.server.ai.NativeAIPlayer,20,8,7,10,4,50,1,39,8,1,53,0,0,7,17,1,17,158,0,7,0,10,936,62,689,184,547,190,346,500,179,321,28,28,35,12,4,4,86,0.28,143,134,182,70,1
freecol,net.sf.freecol.common.model,DiplomaticTrade,net.sf.freecol.common.model.DiplomaticTrade,20,1,1,1,1,11,0,5,5,1,12,0,1,0,23,5,24,108,0,0,3,21,369,43,154,47,75,172,63,113,43,70,8,8,8,8,2,2,74,1.12,43,43,45,33,1
freecol,net.sf.freecol.common.resources,AudioResource,net.sf.freecol.common.resources.AudioResource,20,1,1,1,1,6,0,3,3,1,1,0,0,1,4,1,4,8,0,0,0,4,61,7,16,8,6,38,7,13,8,5,2,2,2,1,2,1,62,2.38,5,5,5,4,1
freecol,net.sf.freecol.client.gui.i18n,Rule,net.sf.freecol.client.gui.i18n.Rule,20,2,2,2,1,12,0,9,2,1,1,0,0,0,6,1,6,6,0,1,0,5,110,12,59,16,36,39,25,46,20,26,4,4,4,4,1,3,33,0.66,15,15,15,9,1
freecol,net.sf.freecol.client.gui.action,ZoomOutAction,net.sf.freecol.client.gui.action.ZoomOutAction,20,1,1,1,1,12,1,5,5,1,4,0,0,1,3,0,3,27,1,0,1,1,66,7,21,7,11,38,9,15,6,9,3,3,3,3,3,1,66,1.81,5,5,5,5,1
freecol,net.sf.freecol.common.model,Game,net.sf.freecol.common.model.Game,20,2,2,2,1,16,0,9,6,1,21,1,1,2,63,15,64,181,0,3,6,55,1226,129,613,158,384,485,278,454,160,294,21,21,23,4,3,4,93,0.79,157,157,165,83,1
freecol,net.sf.freecol.server.ai,ValuedAIObject,net.sf.freecol.server.ai.ValuedAIObject,18,1,1,1,1,9,0,3,5,2,1,2,0,0,9,1,9,110,0,0,2,7,133,19,37,15,12,77,13,23,11,12,1,1,1,1,3,0,44,2.08,9,9,9,9,1
freecol,net.sf.freecol.server.ai,WorkerWish,net.sf.freecol.server.ai.WorkerWish,20,1,1,1,1,12,0,5,6,1,6,0,1,1,12,2,13,135,0,0,3,10,212,31,78,26,39,103,35,50,18,32,3,3,3,1,5,1,53,1.32,17,17,18,13,1
freecol,net.sf.freecol.common.model,Map.Direction,net.sf.freecol.common.model.Map.Direction,21,1,1,1,1,8,0,4,3,1,2,0,2,3,13,12,15,15,1,1,0,13,167,21,88,40,44,58,42,58,29,29,4,4,4,1,1,2,94,0.66,20,20,20,15,1
freecol,net.sf.freecol.client.control,InGameInputHandler.ShowInputDialogSwingTask,net.sf.freecol.client.control.InGameInputHandler.ShowInputDialogSwingTask,1,2,2,2,1,14,0,9,5,1,4,0,0,0,3,6,3,14,0,0,1,2,64,10,36,16,17,18,18,24,12,12,4,4,4,1,2,2,33,0.5,6,6,6,3,1
freecol,net.sf.freecol.common.networking,GetNationSummaryMessage,net.sf.freecol.common.networking.GetNationSummaryMessage,20,1,1,2,1,12,0,6,6,1,9,0,1,0,5,2,6,31,0,0,0,6,117,11,42,15,24,64,19,29,14,15,3,3,4,3,2,1,25,1.52,10,10,12,8,1
freecol,net.sf.freecol.client,ClientOptions,net.sf.freecol.client.ClientOptions,20,2,1,2,1,12,0,8,4,1,11,0,2,84,16,1,18,145,0,3,1,14,715,99,310,128,227,308,161,221,125,96,6,6,6,6,4,5,98,0.99,40,35,40,23,1
freecol,net.sf.freecol.common.networking,GoodsForSaleMessage,net.sf.freecol.common.networking.GoodsForSaleMessage,20,2,2,2,1,17,0,9,7,1,11,0,1,0,4,3,5,30,0,0,0,5,131,12,53,18,29,66,26,38,17,21,3,3,3,3,2,2,26,1.25,10,10,10,7,1
freecol,net.sf.freecol.client.gui.option,SelectOptionUI,net.sf.freecol.client.gui.option.SelectOptionUI,20,1,1,1,1,9,0,4,3,1,4,0,0,0,4,1,4,17,0,0,0,4,70,9,23,8,11,39,10,17,8,9,3,3,3,1,2,1,0,1.7,6,6,6,4,1
