From Class,To Class,References,From Entities,To Entities
org.apache.tools.ant.types.Reference,org.apache.tools.ant.Project,7,6,2
org.apache.tools.ant.types.RegularExpression,org.apache.tools.ant.Project,4,4,1
org.apache.tools.ant.types.RegularExpression,org.apache.tools.ant.types.DataType,4,4,3
org.apache.tools.ant.types.RegularExpression,org.apache.tools.ant.util.regexp.Regexp,2,2,1
org.apache.tools.ant.types.RegularExpression,org.apache.tools.ant.util.regexp.RegexpFactory,4,3,3
org.apache.tools.ant.types.RegularExpression,org.apache.tools.ant.util.regexp.RegexpMatcher,3,3,2
org.apache.tools.ant.types.resolver.ApacheCatalog,org.apache.tools.ant.types.resolver.ApacheCatalogResolver,4,3,3
org.apache.tools.ant.types.resolver.ApacheCatalogResolver,org.apache.tools.ant.BuildException,3,1,1
org.apache.tools.ant.types.resolver.ApacheCatalogResolver,org.apache.tools.ant.types.resolver.ApacheCatalog,4,2,2
org.apache.tools.ant.types.resolver.ApacheCatalogResolver,org.apache.tools.ant.types.ResourceLocation,10,4,4
org.apache.tools.ant.types.resolver.ApacheCatalogResolver,org.apache.tools.ant.types.XMLCatalog,4,4,3
org.apache.tools.ant.types.Resource,org.apache.tools.ant.types.DataType,40,23,8
org.apache.tools.ant.types.Resource,org.apache.tools.ant.types.Reference,1,1,1
org.apache.tools.ant.types.Resource,org.apache.tools.ant.types.ResourceCollection,1,1,1
org.apache.tools.ant.types.Resource.iterator.(Anon_1),org.apache.tools.ant.types.Resource,1,1,1
org.apache.tools.ant.types.ResourceFactory,org.apache.tools.ant.types.Resource,1,1,1
org.apache.tools.ant.types.ResourceOutputTest,org.apache.tools.ant.BuildException,1,1,1
org.apache.tools.ant.types.ResourceOutputTest,org.apache.tools.ant.BuildFileTest,13,7,5
org.apache.tools.ant.types.ResourceOutputTest,org.apache.tools.ant.Project,7,4,6
org.apache.tools.ant.types.ResourceOutputTest,org.apache.tools.ant.taskdefs.MatchingTask,2,1,2
org.apache.tools.ant.types.ResourceOutputTest,org.apache.tools.ant.taskdefs.Zip,6,2,5
org.apache.tools.ant.types.ResourceOutputTest,org.apache.tools.ant.taskdefs.Zip.WhenEmpty,2,2,1
org.apache.tools.ant.types.ResourceOutputTest,org.apache.tools.ant.types.EnumeratedAttribute,1,1,1
org.apache.tools.ant.types.ResourceOutputTest,org.apache.tools.ant.types.Resource,5,4,3
org.apache.tools.ant.types.ResourceOutputTest,org.apache.tools.ant.types.resources.ImmutableResourceException,2,2,1
org.apache.tools.ant.types.ResourceOutputTest,org.apache.tools.ant.types.resources.PropertyResource,6,4,2
org.apache.tools.ant.types.ResourceOutputTest,org.apache.tools.ant.types.resources.StringResource,10,5,4
org.apache.tools.ant.types.ResourceOutputTest,org.apache.tools.ant.types.resources.URLResource,2,1,2
org.apache.tools.ant.types.ResourceOutputTest,org.apache.tools.ant.types.resources.ZipResource,4,2,3
org.apache.tools.ant.types.ResourceOutputTest,org.apache.tools.ant.util.FileUtils,3,3,3
org.apache.tools.ant.types.ResourceOutputTest,org.apache.tools.ant.util.ResourceUtils,1,1,1
org.apache.tools.ant.types.resources.AbstractClasspathResource,org.apache.tools.ant.AntClassLoader,1,1,1
org.apache.tools.ant.types.resources.AbstractClasspathResource,org.apache.tools.ant.Project,4,2,4
org.apache.tools.ant.types.resources.AbstractClasspathResource,org.apache.tools.ant.ProjectComponent,5,2,1
org.apache.tools.ant.types.resources.AbstractClasspathResource,org.apache.tools.ant.types.DataType,24,10,10
org.apache.tools.ant.types.resources.AbstractClasspathResource,org.apache.tools.ant.types.Path,11,8,6
org.apache.tools.ant.types.resources.AbstractClasspathResource,org.apache.tools.ant.types.Reference,7,6,3
org.apache.tools.ant.types.resources.AbstractClasspathResource,org.apache.tools.ant.types.Resource,6,4,4
org.apache.tools.ant.types.resources.AbstractClasspathResource,org.apache.tools.ant.types.resources.AbstractClasspathResource.ClassLoaderWithFlag,7,3,4
org.apache.tools.ant.types.resources.AbstractClasspathResource,org.apache.tools.ant.util.FileUtils,1,1,1
org.apache.tools.ant.types.resources.AbstractClasspathResource.ClassLoaderWithFlag,org.apache.tools.ant.AntClassLoader,3,2,2
org.apache.tools.ant.types.resources.AbstractClasspathResource.getInputStream.(Anon_1),org.apache.tools.ant.types.resources.AbstractClasspathResource.ClassLoaderWithFlag,1,1,1
org.apache.tools.ant.types.resources.AbstractResourceCollectionWrapper,org.apache.tools.ant.BuildException,4,3,1
org.apache.tools.ant.types.resources.AbstractResourceCollectionWrapper,org.apache.tools.ant.Project,4,3,3
org.apache.tools.ant.types.resources.AbstractResourceCollectionWrapper,org.apache.tools.ant.ProjectComponent,1,1,1
org.apache.tools.ant.types.resources.AbstractResourceCollectionWrapper,org.apache.tools.ant.types.DataType,24,9,10
org.apache.tools.ant.types.resources.AbstractResourceCollectionWrapper,org.apache.tools.ant.types.Resource,3,2,2
org.apache.tools.ant.types.resources.AbstractResourceCollectionWrapper,org.apache.tools.ant.types.ResourceCollection,5,5,2
org.apache.tools.ant.types.resources.AbstractResourceCollectionWrapper,org.apache.tools.ant.types.resources.BaseResourceCollectionContainer,2,1,2
org.apache.tools.ant.types.resources.AbstractResourceCollectionWrapper,org.apache.tools.ant.types.resources.FailFast,2,1,2
org.apache.tools.ant.types.resources.ArchiveResource,org.apache.tools.ant.BuildException,7,2,1
org.apache.tools.ant.types.resources.ArchiveResource,org.apache.tools.ant.Project,1,1,1
org.apache.tools.ant.types.resources.ArchiveResource,org.apache.tools.ant.types.DataType,26,14,10
org.apache.tools.ant.types.resources.ArchiveResource,org.apache.tools.ant.types.Reference,1,1,1
org.apache.tools.ant.types.resources.ArchiveResource,org.apache.tools.ant.types.Resource,32,16,12
org.apache.tools.ant.types.resources.ArchiveResource,org.apache.tools.ant.types.ResourceCollection,3,2,3
org.apache.tools.ant.types.resources.ArchiveResource,org.apache.tools.ant.types.resources.FileResource,2,1,2
org.apache.tools.ant.types.resources.Archives,org.apache.tools.ant.BuildException,2,2,1
org.apache.tools.ant.types.resources.Archives,org.apache.tools.ant.Project,1,1,1
org.apache.tools.ant.types.resources.Archives,org.apache.tools.ant.ProjectComponent,2,1,2
org.apache.tools.ant.types.resources.Archives,org.apache.tools.ant.types.ArchiveFileSet,3,2,2
org.apache.tools.ant.types.resources.Archives,org.apache.tools.ant.types.DataType,25,9,12
org.apache.tools.ant.types.resources.Archives,org.apache.tools.ant.types.Reference,1,1,1
org.apache.tools.ant.types.resources.Archives,org.apache.tools.ant.types.Resource,3,2,1
org.apache.tools.ant.types.resources.Archives,org.apache.tools.ant.types.ResourceCollection,5,3,3
org.apache.tools.ant.types.resources.Archives,org.apache.tools.ant.types.resources.BaseResourceCollectionContainer,6,3,3
org.apache.tools.ant.types.resources.Archives,org.apache.tools.ant.types.resources.Union,10,6,2
org.apache.tools.ant.types.resources.Archives,org.apache.tools.ant.types.TarFileSet,2,1,2
org.apache.tools.ant.types.resources.Archives,org.apache.tools.ant.types.ZipFileSet,2,1,2
org.apache.tools.ant.types.resources.Archives,org.apache.tools.ant.util.CollectionUtils,1,1,1
org.apache.tools.ant.types.resources.BaseResourceCollectionContainer,org.apache.tools.ant.BuildException,6,5,1
org.apache.tools.ant.types.resources.BaseResourceCollectionContainer,org.apache.tools.ant.Project,5,4,3
org.apache.tools.ant.types.resources.BaseResourceCollectionContainer,org.apache.tools.ant.ProjectComponent,2,2,2
org.apache.tools.ant.types.resources.BaseResourceCollectionContainer,org.apache.tools.ant.types.DataType,29,11,10
org.apache.tools.ant.types.resources.BaseResourceCollectionContainer,org.apache.tools.ant.types.Resource,3,2,2
org.apache.tools.ant.types.resources.BaseResourceCollectionContainer,org.apache.tools.ant.types.ResourceCollection,5,4,2
org.apache.tools.ant.types.resources.BaseResourceCollectionContainer,org.apache.tools.ant.types.resources.FailFast,4,3,3
org.apache.tools.ant.types.resources.BaseResourceCollectionWrapper,org.apache.tools.ant.types.resources.AbstractResourceCollectionWrapper,2,2,2
org.apache.tools.ant.types.resources.BCFileSet,org.apache.tools.ant.DirectoryScanner,4,2,4
org.apache.tools.ant.types.resources.BCFileSet,org.apache.tools.ant.ProjectComponent,3,2,1
org.apache.tools.ant.types.resources.BCFileSet,org.apache.tools.ant.types.AbstractFileSet,7,2,3
org.apache.tools.ant.types.resources.BCFileSet,org.apache.tools.ant.types.DataType,2,2,1
org.apache.tools.ant.types.resources.BCFileSet,org.apache.tools.ant.types.FileSet,7,5,4
org.apache.tools.ant.types.resources.BCFileSet,org.apache.tools.ant.types.resources.FileResourceIterator,5,2,3
org.apache.tools.ant.types.resources.BZip2Resource,org.apache.tools.ant.types.ResourceCollection,1,1,1
org.apache.tools.ant.types.resources.BZip2Resource,org.apache.tools.ant.types.resources.CompressedResource,2,2,2
org.apache.tools.ant.types.resources.BZip2Resource,org.apache.tools.bzip2.CBZip2InputStream,2,1,2
org.apache.tools.ant.types.resources.BZip2Resource,org.apache.tools.bzip2.CBZip2OutputStream,2,1,2
org.apache.tools.ant.types.resources.comparators.Content,org.apache.tools.ant.BuildException,1,1,1
org.apache.tools.ant.types.resources.comparators.Content,org.apache.tools.ant.types.Resource,2,2,1
org.apache.tools.ant.types.resources.comparators.Content,org.apache.tools.ant.types.resources.comparators.ResourceComparator,1,1,1
org.apache.tools.ant.types.resources.comparators.Content,org.apache.tools.ant.util.ResourceUtils,1,1,1
org.apache.tools.ant.types.resources.comparators.Date,org.apache.tools.ant.types.Resource,4,3,2
org.apache.tools.ant.types.resources.comparators.Date,org.apache.tools.ant.types.resources.comparators.ResourceComparator,1,1,1
org.apache.tools.ant.types.resources.comparators.Exists,org.apache.tools.ant.types.Resource,4,3,2
org.apache.tools.ant.types.resources.comparators.Exists,org.apache.tools.ant.types.resources.comparators.ResourceComparator,1,1,1
org.apache.tools.ant.types.resources.comparators.FileSystem,org.apache.tools.ant.types.Resource,4,3,2
org.apache.tools.ant.types.resources.comparators.FileSystem,org.apache.tools.ant.types.resources.comparators.ResourceComparator,1,1,1
org.apache.tools.ant.types.resources.comparators.FileSystem,org.apache.tools.ant.types.resources.FileProvider,6,3,2
org.apache.tools.ant.types.resources.comparators.FileSystem,org.apache.tools.ant.util.FileUtils,5,3,4
org.apache.tools.ant.types.resources.comparators.Name,org.apache.tools.ant.types.Resource,4,3,2
org.apache.tools.ant.types.resources.comparators.Name,org.apache.tools.ant.types.resources.comparators.ResourceComparator,1,1,1
org.apache.tools.ant.types.resources.comparators.ResourceComparator,org.apache.tools.ant.types.DataType,8,4,4
org.apache.tools.ant.types.resources.comparators.ResourceComparator,org.apache.tools.ant.types.Resource,4,3,1
org.apache.tools.ant.types.resources.comparators.Reverse,org.apache.tools.ant.BuildException,3,2,2
org.apache.tools.ant.types.resources.comparators.Reverse,org.apache.tools.ant.Project,1,1,1
org.apache.tools.ant.types.resources.comparators.Reverse,org.apache.tools.ant.types.DataType,8,2,6
org.apache.tools.ant.types.resources.comparators.Reverse,org.apache.tools.ant.types.Resource,3,3,2
org.apache.tools.ant.types.resources.comparators.Reverse,org.apache.tools.ant.types.resources.comparators.ResourceComparator,5,5,2
org.apache.tools.ant.types.resources.comparators.Size,org.apache.tools.ant.types.Resource,4,3,2
org.apache.tools.ant.types.resources.comparators.Size,org.apache.tools.ant.types.resources.comparators.ResourceComparator,1,1,1
org.apache.tools.ant.types.resources.comparators.Type,org.apache.tools.ant.types.Resource,4,3,2
org.apache.tools.ant.types.resources.comparators.Type,org.apache.tools.ant.types.resources.comparators.ResourceComparator,1,1,1
org.apache.tools.ant.types.resources.CompressedResource,org.apache.tools.ant.types.Resource,1,1,1
org.apache.tools.ant.types.resources.CompressedResource,org.apache.tools.ant.types.ResourceCollection,1,1,1
org.apache.tools.ant.types.resources.CompressedResource,org.apache.tools.ant.types.resources.ContentTransformingResource,1,1,1
org.apache.tools.ant.types.resources.CompressedResource,org.apache.tools.ant.types.resources.ResourceDecorator,1,1,1
org.apache.tools.ant.types.resources.ContentTransformingResource,org.apache.tools.ant.BuildException,1,1,1
org.apache.tools.ant.types.resources.ContentTransformingResource,org.apache.tools.ant.types.Resource,4,3,3
org.apache.tools.ant.types.resources.ContentTransformingResource,org.apache.tools.ant.types.ResourceCollection,1,1,1
org.apache.tools.ant.types.resources.ContentTransformingResource,org.apache.tools.ant.types.resources.Appendable,2,2,1
org.apache.tools.ant.types.resources.ContentTransformingResource,org.apache.tools.ant.types.resources.ResourceDecorator,8,6,5
org.apache.tools.ant.types.resources.ContentTransformingResource,org.apache.tools.ant.util.FileUtils,1,1,1
org.apache.tools.ant.types.resources.ContentTransformingResource.as.(Anon_1),org.apache.tools.ant.types.resources.Appendable,2,2,2
org.apache.tools.ant.types.resources.ContentTransformingResource.as.(Anon_1),org.apache.tools.ant.types.resources.ContentTransformingResource,1,1,1
org.apache.tools.ant.types.resources.Difference,org.apache.tools.ant.BuildException,1,1,1
org.apache.tools.ant.types.resources.Difference,org.apache.tools.ant.types.ResourceCollection,3,2,2
org.apache.tools.ant.types.resources.Difference,org.apache.tools.ant.types.resources.BaseResourceCollectionContainer,2,2,2
org.apache.tools.ant.types.resources.FileResource,org.apache.tools.ant.BuildException,1,1,1
org.apache.tools.ant.types.resources.FileResource,org.apache.tools.ant.Project,4,4,3
org.apache.tools.ant.types.resources.FileResource,org.apache.tools.ant.ProjectComponent,2,2,2
org.apache.tools.ant.types.resources.FileResource,org.apache.tools.ant.types.DataType,39,20,5
org.apache.tools.ant.types.resources.FileResource,org.apache.tools.ant.types.Reference,1,1,1
org.apache.tools.ant.types.resources.FileResource,org.apache.tools.ant.types.Resource,23,13,12
org.apache.tools.ant.types.resources.FileResource,org.apache.tools.ant.types.ResourceFactory,1,1,1
org.apache.tools.ant.types.resources.FileResource,org.apache.tools.ant.types.resources.Appendable,1,1,1
org.apache.tools.ant.types.resources.FileResource,org.apache.tools.ant.types.resources.FileProvider,4,3,2
org.apache.tools.ant.types.resources.FileResource,org.apache.tools.ant.types.resources.Touchable,1,1,1
org.apache.tools.ant.types.resources.FileResource,org.apache.tools.ant.util.FileUtils,7,7,5
org.apache.tools.ant.types.resources.FileResourceIterator,org.apache.tools.ant.Project,4,4,1
org.apache.tools.ant.types.resources.FileResourceIterator,org.apache.tools.ant.ProjectComponent,1,1,1
org.apache.tools.ant.types.resources.FileResourceIterator,org.apache.tools.ant.types.resources.FileResource,4,2,2
org.apache.tools.ant.types.resources.Files,org.apache.tools.ant.BuildException,3,3,1
org.apache.tools.ant.types.resources.Files,org.apache.tools.ant.DirectoryScanner,17,4,13
org.apache.tools.ant.types.resources.Files,org.apache.tools.ant.Project,3,3,1
org.apache.tools.ant.types.resources.Files,org.apache.tools.ant.ProjectComponent,9,4,2
org.apache.tools.ant.types.resources.Files,org.apache.tools.ant.types.DataType,39,27,8
org.apache.tools.ant.types.resources.Files,org.apache.tools.ant.types.PatternSet,38,25,14
org.apache.tools.ant.types.resources.Files,org.apache.tools.ant.types.PatternSet.NameEntry,6,6,2
org.apache.tools.ant.types.resources.Files,org.apache.tools.ant.types.Reference,1,1,1
org.apache.tools.ant.types.resources.Files,org.apache.tools.ant.types.ResourceCollection,1,1,1
org.apache.tools.ant.types.resources.Files,org.apache.tools.ant.types.resources.FileResourceIterator,5,2,3
org.apache.tools.ant.types.resources.Files,org.apache.tools.ant.types.selectors.AbstractSelectorContainer,5,5,5
org.apache.tools.ant.types.resources.Files,org.apache.tools.ant.types.selectors.FileSelector,1,1,1
org.apache.tools.ant.types.resources.First,org.apache.tools.ant.types.ResourceCollection,1,1,1
org.apache.tools.ant.types.resources.First,org.apache.tools.ant.types.resources.AbstractResourceCollectionWrapper,1,1,1
org.apache.tools.ant.types.resources.First,org.apache.tools.ant.types.resources.SizeLimitCollection,2,2,2
org.apache.tools.ant.types.resources.GZipResource,org.apache.tools.ant.types.ResourceCollection,1,1,1
org.apache.tools.ant.types.resources.GZipResource,org.apache.tools.ant.types.resources.CompressedResource,2,2,2
org.apache.tools.ant.types.resources.Intersect,org.apache.tools.ant.BuildException,1,1,1
org.apache.tools.ant.types.resources.Intersect,org.apache.tools.ant.types.ResourceCollection,2,1,2
org.apache.tools.ant.types.resources.Intersect,org.apache.tools.ant.types.resources.BaseResourceCollectionContainer,2,2,2
org.apache.tools.ant.types.resources.JavaConstantResource,org.apache.tools.ant.types.Resource,1,1,1
org.apache.tools.ant.types.resources.JavaConstantResource,org.apache.tools.ant.types.resources.AbstractClasspathResource,1,1,1
org.apache.tools.ant.types.resources.JavaResource,org.apache.tools.ant.types.DataType,4,2,2
org.apache.tools.ant.types.resources.JavaResource,org.apache.tools.ant.types.Path,5,4,2
org.apache.tools.ant.types.resources.JavaResource,org.apache.tools.ant.types.Reference,2,1,1
org.apache.tools.ant.types.resources.JavaResource,org.apache.tools.ant.types.Resource,12,4,3
org.apache.tools.ant.types.resources.JavaResource,org.apache.tools.ant.types.resources.AbstractClasspathResource,11,4,5
org.apache.tools.ant.types.resources.JavaResource,org.apache.tools.ant.types.resources.AbstractClasspathResource.ClassLoaderWithFlag,4,2,3
org.apache.tools.ant.types.resources.JavaResource,org.apache.tools.ant.types.resources.URLProvider,1,1,1
org.apache.tools.ant.types.resources.JavaResourceTest,org.apache.tools.ant.BuildFileTest,6,4,5
org.apache.tools.ant.types.resources.JavaResourceTest,org.apache.tools.ant.Project,2,1,1
org.apache.tools.ant.types.resources.JavaResourceTest,org.apache.tools.ant.types.Resource,2,2,2
org.apache.tools.ant.types.resources.JavaResourceTest,org.apache.tools.ant.types.resources.JavaResource,7,4,3
org.apache.tools.ant.types.resources.Last,org.apache.tools.ant.BuildException,2,1,2
org.apache.tools.ant.types.resources.Last,org.apache.tools.ant.Project,1,1,1
org.apache.tools.ant.types.resources.Last,org.apache.tools.ant.ProjectComponent,1,1,1
org.apache.tools.ant.types.resources.Last,org.apache.tools.ant.types.ResourceCollection,3,2,3
org.apache.tools.ant.types.resources.Last,org.apache.tools.ant.types.resources.AbstractResourceCollectionWrapper,1,1,1
org.apache.tools.ant.types.resources.Last,org.apache.tools.ant.types.resources.SizeLimitCollection,2,2,2
org.apache.tools.ant.types.resources.LazyResourceCollectionTest,org.apache.tools.ant.types.resources.AbstractResourceCollectionWrapper,6,2,3
org.apache.tools.ant.types.resources.LazyResourceCollectionTest,org.apache.tools.ant.types.resources.LazyResourceCollectionTest.StringResourceCollection,8,6,2
org.apache.tools.ant.types.resources.LazyResourceCollectionTest,org.apache.tools.ant.types.resources.LazyResourceCollectionTest.StringResourceIterator,15,4,2
org.apache.tools.ant.types.resources.LazyResourceCollectionTest,org.apache.tools.ant.types.resources.LazyResourceCollectionWrapper,4,4,1
org.apache.tools.ant.types.resources.LazyResourceCollectionTest,org.apache.tools.ant.types.resources.StringResource,20,4,2
org.apache.tools.ant.types.resources.LazyResourceCollectionTest.StringResourceCollection,org.apache.tools.ant.types.Resource,1,1,1
org.apache.tools.ant.types.resources.LazyResourceCollectionTest.StringResourceCollection,org.apache.tools.ant.types.ResourceCollection,1,1,1
org.apache.tools.ant.types.resources.LazyResourceCollectionTest.StringResourceCollection,org.apache.tools.ant.types.resources.LazyResourceCollectionTest.StringResourceIterator,2,2,1
org.apache.tools.ant.types.resources.LazyResourceCollectionTest.StringResourceIterator,org.apache.tools.ant.types.resources.StringResource,2,1,2
org.apache.tools.ant.types.resources.LazyResourceCollectionWrapper,org.apache.tools.ant.types.Resource,1,1,1
org.apache.tools.ant.types.resources.LazyResourceCollectionWrapper,org.apache.tools.ant.types.ResourceCollection,2,1,1
org.apache.tools.ant.types.resources.LazyResourceCollectionWrapper,org.apache.tools.ant.types.resources.AbstractResourceCollectionWrapper,4,2,3
org.apache.tools.ant.types.resources.LazyResourceCollectionWrapper,org.apache.tools.ant.types.resources.LazyResourceCollectionWrapper.CachedIterator,2,1,2
org.apache.tools.ant.types.resources.LazyResourceCollectionWrapper,org.apache.tools.ant.types.resources.LazyResourceCollectionWrapper.FilteringIterator,5,2,2
org.apache.tools.ant.types.resources.LazyResourceCollectionWrapper.CachedIterator,org.apache.tools.ant.types.Resource,2,2,1
org.apache.tools.ant.types.resources.LazyResourceCollectionWrapper.CachedIterator,org.apache.tools.ant.types.resources.LazyResourceCollectionWrapper,5,2,1
org.apache.tools.ant.types.resources.LazyResourceCollectionWrapper.FilteringIterator,org.apache.tools.ant.types.Resource,3,3,1
org.apache.tools.ant.types.resources.LazyResourceCollectionWrapper.FilteringIterator,org.apache.tools.ant.types.resources.LazyResourceCollectionWrapper,1,1,1
org.apache.tools.ant.types.resources.LogOutputResource,org.apache.tools.ant.ProjectComponent,2,2,1
org.apache.tools.ant.types.resources.LogOutputResource,org.apache.tools.ant.taskdefs.LogOutputStream,5,3,3
org.apache.tools.ant.types.resources.LogOutputResource,org.apache.tools.ant.types.Resource,3,3,2
org.apache.tools.ant.types.resources.LogOutputResource,org.apache.tools.ant.types.resources.Appendable,1,1,1
org.apache.tools.ant.types.resources.MappedResource,org.apache.tools.ant.types.DataType,2,2,2
org.apache.tools.ant.types.resources.MappedResource,org.apache.tools.ant.types.Reference,1,1,1
org.apache.tools.ant.types.resources.MappedResource,org.apache.tools.ant.types.Resource,4,4,4
org.apache.tools.ant.types.resources.MappedResource,org.apache.tools.ant.types.resources.ResourceDecorator,8,7,5
org.apache.tools.ant.types.resources.MappedResource,org.apache.tools.ant.util.FileNameMapper,3,3,2
org.apache.tools.ant.types.resources.MappedResourceCollection,org.apache.tools.ant.BuildException,7,5,1
org.apache.tools.ant.types.resources.MappedResourceCollection,org.apache.tools.ant.Project,1,1,1
org.apache.tools.ant.types.resources.MappedResourceCollection,org.apache.tools.ant.ProjectComponent,4,3,2
org.apache.tools.ant.types.resources.MappedResourceCollection,org.apache.tools.ant.types.DataType,25,10,12
org.apache.tools.ant.types.resources.MappedResourceCollection,org.apache.tools.ant.types.Mapper,6,4,4
org.apache.tools.ant.types.resources.MappedResourceCollection,org.apache.tools.ant.types.Reference,1,1,1
org.apache.tools.ant.types.resources.MappedResourceCollection,org.apache.tools.ant.types.Resource,3,2,2
org.apache.tools.ant.types.resources.MappedResourceCollection,org.apache.tools.ant.types.ResourceCollection,4,4,2
org.apache.tools.ant.types.resources.MappedResourceCollection,org.apache.tools.ant.types.resources.MappedResource,4,1,2
org.apache.tools.ant.types.resources.MappedResourceCollection,org.apache.tools.ant.util.FileNameMapper,3,3,2
org.apache.tools.ant.types.resources.MappedResourceCollection,org.apache.tools.ant.util.IdentityMapper,1,1,1
org.apache.tools.ant.types.resources.MappedResourceCollection,org.apache.tools.ant.util.MergingMapper,2,1,2
org.apache.tools.ant.types.resources.PropertyResource,org.apache.tools.ant.Project,4,4,2
org.apache.tools.ant.types.resources.PropertyResource,org.apache.tools.ant.ProjectComponent,4,4,2
org.apache.tools.ant.types.resources.PropertyResource,org.apache.tools.ant.PropertyHelper,1,1,1
org.apache.tools.ant.types.resources.PropertyResource,org.apache.tools.ant.types.DataType,7,4,3
org.apache.tools.ant.types.resources.PropertyResource,org.apache.tools.ant.types.Resource,20,13,11
org.apache.tools.ant.types.resources.PropertyResource,org.apache.tools.ant.types.resources.ImmutableResourceException,2,1,2
org.apache.tools.ant.types.resources.PropertyResource,org.apache.tools.ant.util.PropertyOutputStream,2,1,2
org.apache.tools.ant.types.resources.ResourceDecorator,org.apache.tools.ant.BuildException,13,8,1
org.apache.tools.ant.types.resources.ResourceDecorator,org.apache.tools.ant.Project,1,1,1
org.apache.tools.ant.types.resources.ResourceDecorator,org.apache.tools.ant.types.DataType,16,9,10
org.apache.tools.ant.types.resources.ResourceDecorator,org.apache.tools.ant.types.Reference,1,1,1
org.apache.tools.ant.types.resources.ResourceDecorator,org.apache.tools.ant.types.Resource,17,15,12
org.apache.tools.ant.types.resources.ResourceDecorator,org.apache.tools.ant.types.ResourceCollection,4,3,3
org.apache.tools.ant.types.resources.ResourceList,org.apache.tools.ant.BuildException,5,4,2
org.apache.tools.ant.types.resources.ResourceList,org.apache.tools.ant.filters.util.ChainReaderHelper,6,2,5
org.apache.tools.ant.types.resources.ResourceList,org.apache.tools.ant.Project,1,1,1
org.apache.tools.ant.types.resources.ResourceList,org.apache.tools.ant.ProjectComponent,4,2,2
org.apache.tools.ant.types.resources.ResourceList,org.apache.tools.ant.PropertyHelper,4,2,3
org.apache.tools.ant.types.resources.ResourceList,org.apache.tools.ant.types.DataType,27,10,11
org.apache.tools.ant.types.resources.ResourceList,org.apache.tools.ant.types.FilterChain,3,3,1
org.apache.tools.ant.types.resources.ResourceList,org.apache.tools.ant.types.Reference,1,1,1
org.apache.tools.ant.types.resources.ResourceList,org.apache.tools.ant.types.Resource,7,4,3
org.apache.tools.ant.types.resources.ResourceList,org.apache.tools.ant.types.ResourceCollection,10,8,4
org.apache.tools.ant.types.resources.ResourceList,org.apache.tools.ant.types.resources.BaseResourceCollectionContainer,4,3,2
org.apache.tools.ant.types.resources.ResourceList,org.apache.tools.ant.types.resources.FileResource,2,1,2
org.apache.tools.ant.types.resources.ResourceList,org.apache.tools.ant.types.resources.Union,6,4,2
org.apache.tools.ant.types.resources.ResourceList,org.apache.tools.ant.types.resources.URLResource,2,1,2
org.apache.tools.ant.types.resources.ResourceListTest,org.apache.tools.ant.BuildException,7,7,1
org.apache.tools.ant.types.resources.ResourceListTest,org.apache.tools.ant.BuildFileTest,16,5,4
org.apache.tools.ant.types.resources.ResourceListTest,org.apache.tools.ant.Project,1,1,1
org.apache.tools.ant.types.resources.ResourceListTest,org.apache.tools.ant.ProjectComponent,3,1,1
org.apache.tools.ant.types.resources.ResourceListTest,org.apache.tools.ant.types.FilterChain,2,1,1
org.apache.tools.ant.types.resources.ResourceListTest,org.apache.tools.ant.types.Reference,14,2,2
org.apache.tools.ant.types.resources.ResourceListTest,org.apache.tools.ant.types.resources.BaseResourceCollectionContainer,1,1,1
org.apache.tools.ant.types.resources.ResourceListTest,org.apache.tools.ant.types.resources.FileResource,2,1,1
org.apache.tools.ant.types.resources.ResourceListTest,org.apache.tools.ant.types.resources.ResourceList,34,5,7
org.apache.tools.ant.types.resources.ResourceListTest,org.apache.tools.ant.types.resources.Union,3,2,2
org.apache.tools.ant.types.resources.Resources,org.apache.tools.ant.BuildException,1,1,1
org.apache.tools.ant.types.resources.Resources,org.apache.tools.ant.Project,2,2,1
org.apache.tools.ant.types.resources.Resources,org.apache.tools.ant.ProjectComponent,1,1,1
org.apache.tools.ant.types.resources.Resources,org.apache.tools.ant.types.DataType,18,9,10
org.apache.tools.ant.types.resources.Resources,org.apache.tools.ant.types.ResourceCollection,10,7,4
org.apache.tools.ant.types.resources.Resources,org.apache.tools.ant.types.resources.FailFast,3,2,3
org.apache.tools.ant.types.resources.Resources,org.apache.tools.ant.types.resources.Resources.MyCollection,2,1,2
org.apache.tools.ant.types.resources.Resources.(Anon_1),org.apache.tools.ant.types.ResourceCollection,1,1,1
org.apache.tools.ant.types.resources.Resources.(Anon_1),org.apache.tools.ant.types.resources.Resources,1,1,1
org.apache.tools.ant.types.resources.Resources.MyCollection,org.apache.tools.ant.types.resources.Resources,1,1,1
org.apache.tools.ant.types.resources.Resources.MyCollection,org.apache.tools.ant.types.resources.Resources.MyCollection.MyIterator,1,1,1
org.apache.tools.ant.types.resources.Resources.MyCollection,org.apache.tools.ant.util.CollectionUtils,1,1,1
org.apache.tools.ant.types.resources.Resources.MyCollection.MyIterator,org.apache.tools.ant.types.ResourceCollection,2,1,2
org.apache.tools.ant.types.resources.Resources.MyCollection.MyIterator,org.apache.tools.ant.types.resources.Resources,1,1,1
org.apache.tools.ant.types.resources.Restrict,org.apache.tools.ant.Project,1,1,1
org.apache.tools.ant.types.resources.Restrict,org.apache.tools.ant.types.DataType,19,6,7
org.apache.tools.ant.types.resources.Restrict,org.apache.tools.ant.types.ResourceCollection,2,2,1
