From Class,To Class,References,From Entities,To Entities
A,B,1,1,1
A,D,2,2,1
A,APrivate,2,2,1
A.Inner,B,1,1,1
A.Inner.Inner2,B,1,1,1
AntTimestamp,org.apache.tools.ant.util.DateUtils,1,1,1
AntTimestamp,RemoteTimestamp,1,1,1
APrivate,B,1,1,1
B,C,1,1,1
Beta,Alpha,2,2,2
Distributed,Distributed.DistributionTypes,2,1,2
DistributedAnnotationFactory,DistributedAnnotationProcessor,2,1,2
DistributedAnnotationProcessor,DistributedAnnotationProcessor.ClassVisitor,1,1,1
DistributedAnnotationProcessor.ClassVisitor,DistributedAnnotationProcessor,1,1,1
org.apache.tools.ant.AntClassLoader,org.apache.tools.ant.AntClassLoader.ResourceEnumeration,2,1,2
org.apache.tools.ant.AntClassLoader,org.apache.tools.ant.BuildEvent,10,10,2
org.apache.tools.ant.AntClassLoader,org.apache.tools.ant.BuildException,4,3,1
org.apache.tools.ant.AntClassLoader,org.apache.tools.ant.launch.Locator,1,1,1
org.apache.tools.ant.AntClassLoader,org.apache.tools.ant.Project,32,22,9
org.apache.tools.ant.AntClassLoader,org.apache.tools.ant.SubBuildListener,1,1,1
org.apache.tools.ant.AntClassLoader,org.apache.tools.ant.types.Path,9,8,3
org.apache.tools.ant.AntClassLoader,org.apache.tools.ant.util.CollectionUtils,3,1,1
org.apache.tools.ant.AntClassLoader,org.apache.tools.ant.util.CollectionUtils.EmptyEnumeration,1,1,1
org.apache.tools.ant.AntClassLoader,org.apache.tools.ant.util.FileUtils,9,7,5
org.apache.tools.ant.AntClassLoader,org.apache.tools.ant.util.JavaEnvUtils,3,2,3
org.apache.tools.ant.AntClassLoader,org.apache.tools.ant.util.LoaderUtils,5,2,3
org.apache.tools.ant.AntClassLoader,org.apache.tools.ant.util.ReflectUtil,1,1,1
org.apache.tools.ant.AntClassLoader,org.apache.tools.ant.util.VectorSet,2,1,2
org.apache.tools.ant.AntClassLoader.ResourceEnumeration,org.apache.tools.ant.AntClassLoader,3,1,2
org.apache.tools.ant.AntClassLoader.ResourceEnumeration,org.apache.tools.ant.BuildException,1,1,1
org.apache.tools.ant.AntClassLoaderDelegationTest,org.apache.tools.ant.AntClassLoader,8,3,3
org.apache.tools.ant.AntClassLoaderDelegationTest,org.apache.tools.ant.AntClassLoaderDelegationTest.ParentLoader,4,2,2
org.apache.tools.ant.AntClassLoaderDelegationTest,org.apache.tools.ant.Project,4,2,3
org.apache.tools.ant.AntClassLoaderDelegationTest,org.apache.tools.ant.types.Path,6,4,2
org.apache.tools.ant.AntClassLoaderDelegationTest,org.apache.tools.ant.util.FileUtils,4,4,3
org.apache.tools.ant.AntClassLoaderDelegationTest.ParentLoader,org.apache.tools.ant.AntClassLoaderDelegationTest,1,1,1
org.apache.tools.ant.AntClassLoaderPerformance,org.apache.tools.ant.AntClassLoader,5,2,4
org.apache.tools.ant.AntClassLoaderPerformance,org.apache.tools.ant.types.Path,4,2,3
org.apache.tools.ant.AntClassLoaderPerformance,org.apache.tools.ant.types.Path.PathElement,1,1,1
org.apache.tools.ant.AntClassLoaderPerformance,org.apache.tools.ant.util.FileUtils,2,1,2
org.apache.tools.ant.AntClassLoaderTest,org.apache.tools.ant.AntClassLoader,12,9,5
org.apache.tools.ant.AntClassLoaderTest,org.apache.tools.ant.AntClassLoaderTest.GetPackageWrapper,3,1,3
org.apache.tools.ant.AntClassLoaderTest,org.apache.tools.ant.BuildException,1,1,1
org.apache.tools.ant.AntClassLoaderTest,org.apache.tools.ant.BuildFileTest,36,10,6
org.apache.tools.ant.AntClassLoaderTest,org.apache.tools.ant.BuildFileTest.AntOutputStream,1,1,1
org.apache.tools.ant.AntClassLoaderTest,org.apache.tools.ant.Project,28,10,8
org.apache.tools.ant.AntClassLoaderTest,org.apache.tools.ant.types.Path,27,14,4
org.apache.tools.ant.AntTypeDefinition,org.apache.tools.ant.AntClassLoader,6,1,2
org.apache.tools.ant.AntTypeDefinition,org.apache.tools.ant.BuildException,8,2,1
org.apache.tools.ant.AntTypeDefinition,org.apache.tools.ant.Project,14,11,4
org.apache.tools.ant.AntTypeDefinition,org.apache.tools.ant.TypeAdapter,6,4,3
org.apache.tools.ant.BuildEvent,org.apache.tools.ant.Project,4,4,2
org.apache.tools.ant.BuildEvent,org.apache.tools.ant.ProjectComponent,1,1,1
org.apache.tools.ant.BuildEvent,org.apache.tools.ant.Target,4,4,2
org.apache.tools.ant.BuildEvent,org.apache.tools.ant.Task,4,4,2
org.apache.tools.ant.BuildException,org.apache.tools.ant.Location,8,8,3
org.apache.tools.ant.BuildFileTest,org.apache.tools.ant.BuildException,6,6,1
org.apache.tools.ant.BuildFileTest,org.apache.tools.ant.BuildFileTest.AntOutputStream,4,1,2
org.apache.tools.ant.BuildFileTest,org.apache.tools.ant.BuildFileTest.AntTestListener,2,1,2
org.apache.tools.ant.BuildFileTest,org.apache.tools.ant.Project,14,9,10
org.apache.tools.ant.BuildFileTest,org.apache.tools.ant.ProjectHelper,1,1,1
org.apache.tools.ant.BuildFileTest.AntTestListener,org.apache.tools.ant.BuildEvent,13,8,3
org.apache.tools.ant.BuildFileTest.AntTestListener,org.apache.tools.ant.BuildFileTest,2,1,2
org.apache.tools.ant.BuildFileTest.AntTestListener,org.apache.tools.ant.BuildListener,1,1,1
org.apache.tools.ant.BuildFileTest.AntTestListener,org.apache.tools.ant.Project,3,1,3
org.apache.tools.ant.BuildListener,org.apache.tools.ant.BuildEvent,7,7,1
org.apache.tools.ant.BuildLogger,org.apache.tools.ant.BuildListener,1,1,1
org.apache.tools.ant.CaseTest,org.apache.tools.ant.BuildFileTest,5,5,5
org.apache.tools.ant.ComponentHelper,org.apache.tools.ant.AntTypeDefinition,63,34,17
org.apache.tools.ant.ComponentHelper,org.apache.tools.ant.BuildException,16,6,2
org.apache.tools.ant.ComponentHelper,org.apache.tools.ant.ComponentHelper.AntTypeTable,13,9,6
org.apache.tools.ant.ComponentHelper,org.apache.tools.ant.launch.Launcher,2,1,2
org.apache.tools.ant.ComponentHelper,org.apache.tools.ant.MagicNames,5,4,5
org.apache.tools.ant.ComponentHelper,org.apache.tools.ant.Project,26,12,11
org.apache.tools.ant.ComponentHelper,org.apache.tools.ant.ProjectComponent,3,2,3
org.apache.tools.ant.ComponentHelper,org.apache.tools.ant.ProjectHelper,5,2,4
org.apache.tools.ant.ComponentHelper,org.apache.tools.ant.Task,17,7,6
org.apache.tools.ant.ComponentHelper,org.apache.tools.ant.TaskAdapter,1,1,1
org.apache.tools.ant.ComponentHelper,org.apache.tools.ant.taskdefs.AntlibDefinition,1,1,1
org.apache.tools.ant.ComponentHelper,org.apache.tools.ant.taskdefs.DefBase,1,1,1
org.apache.tools.ant.ComponentHelper,org.apache.tools.ant.taskdefs.Definer,4,1,4
org.apache.tools.ant.ComponentHelper,org.apache.tools.ant.taskdefs.Definer.OnError,3,1,2
org.apache.tools.ant.ComponentHelper,org.apache.tools.ant.taskdefs.Property,1,1,1
org.apache.tools.ant.ComponentHelper,org.apache.tools.ant.taskdefs.Typedef,2,2,1
org.apache.tools.ant.ComponentHelper,org.apache.tools.ant.UnknownElement,2,2,2
org.apache.tools.ant.ComponentHelper,org.apache.tools.ant.util.FileUtils,1,1,1
org.apache.tools.ant.ComponentHelper.AntTypeTable,org.apache.tools.ant.AntTypeDefinition,11,8,4
org.apache.tools.ant.ComponentHelper.AntTypeTable,org.apache.tools.ant.Project,2,2,1
org.apache.tools.ant.DefaultLogger,org.apache.tools.ant.BuildEvent,20,12,7
org.apache.tools.ant.DefaultLogger,org.apache.tools.ant.BuildException,2,1,1
org.apache.tools.ant.DefaultLogger,org.apache.tools.ant.BuildLogger,1,1,1
org.apache.tools.ant.DefaultLogger,org.apache.tools.ant.Project,9,6,6
org.apache.tools.ant.DefaultLogger,org.apache.tools.ant.Target,2,1,1
org.apache.tools.ant.DefaultLogger,org.apache.tools.ant.Task,1,1,1
org.apache.tools.ant.DefaultLogger,org.apache.tools.ant.util.DateUtils,1,1,1
org.apache.tools.ant.DefaultLogger,org.apache.tools.ant.util.StringUtils,9,5,2
org.apache.tools.ant.DefaultLoggerTest,org.apache.tools.ant.BuildException,3,2,1
org.apache.tools.ant.DefaultLoggerTest,org.apache.tools.ant.DefaultLogger,1,1,1
org.apache.tools.ant.DefaultLoggerTest,org.apache.tools.ant.Location,10,1,2
org.apache.tools.ant.DefaultLoggerTest,org.apache.tools.ant.ProjectHelper,3,1,1
org.apache.tools.ant.DefaultLoggerTest,org.apache.tools.ant.util.StringUtils,13,1,1
org.apache.tools.ant.DemuxInputStream,org.apache.tools.ant.Project,4,4,2
org.apache.tools.ant.DemuxOutputStream,org.apache.tools.ant.DemuxOutputStream.BufferInfo,26,10,3
org.apache.tools.ant.DemuxOutputStream,org.apache.tools.ant.Project,4,4,3
org.apache.tools.ant.Diagnostics,org.apache.tools.ant.BuildException,3,3,1
org.apache.tools.ant.Diagnostics,org.apache.tools.ant.launch.Launcher,2,1,2
org.apache.tools.ant.Diagnostics,org.apache.tools.ant.MagicNames,12,4,5
org.apache.tools.ant.Diagnostics,org.apache.tools.ant.Main,1,1,1
org.apache.tools.ant.Diagnostics,org.apache.tools.ant.Project,9,3,5
org.apache.tools.ant.Diagnostics,org.apache.tools.ant.util.JavaEnvUtils,4,2,4
org.apache.tools.ant.Diagnostics,org.apache.tools.ant.util.JAXPUtils,2,2,1
org.apache.tools.ant.Diagnostics,org.apache.tools.ant.util.ProxySetup,16,1,16
org.apache.tools.ant.DirectoryScanner,org.apache.tools.ant.BuildException,8,4,1
org.apache.tools.ant.DirectoryScanner,org.apache.tools.ant.FileScanner,1,1,1
org.apache.tools.ant.DirectoryScanner,org.apache.tools.ant.taskdefs.condition.Os,1,1,1
org.apache.tools.ant.DirectoryScanner,org.apache.tools.ant.types.Resource,1,1,1
org.apache.tools.ant.DirectoryScanner,org.apache.tools.ant.types.ResourceFactory,1,1,1
org.apache.tools.ant.DirectoryScanner,org.apache.tools.ant.types.resources.FileResource,2,1,2
org.apache.tools.ant.DirectoryScanner,org.apache.tools.ant.types.selectors.FileSelector,3,3,2
org.apache.tools.ant.DirectoryScanner,org.apache.tools.ant.types.selectors.SelectorScanner,1,1,1
org.apache.tools.ant.DirectoryScanner,org.apache.tools.ant.types.selectors.SelectorUtils,47,14,8
org.apache.tools.ant.DirectoryScanner,org.apache.tools.ant.types.selectors.TokenizedPath,53,30,9
org.apache.tools.ant.DirectoryScanner,org.apache.tools.ant.types.selectors.TokenizedPattern,20,12,10
org.apache.tools.ant.DirectoryScanner,org.apache.tools.ant.util.CollectionUtils,2,1,1
org.apache.tools.ant.DirectoryScanner,org.apache.tools.ant.util.FileUtils,9,5,5
org.apache.tools.ant.DirectoryScanner,org.apache.tools.ant.util.SymbolicLinkUtils,5,5,4
org.apache.tools.ant.DirectoryScanner,org.apache.tools.ant.util.VectorSet,16,1,2
org.apache.tools.ant.DirectoryScannerTest,org.apache.tools.ant.BuildFileTest,41,30,4
org.apache.tools.ant.DirectoryScannerTest,org.apache.tools.ant.DirectoryScanner,212,60,18
org.apache.tools.ant.DirectoryScannerTest,org.apache.tools.ant.Project,38,28,3
org.apache.tools.ant.DirectoryScannerTest,org.apache.tools.ant.taskdefs.condition.Os,3,2,1
org.apache.tools.ant.DirectoryScannerTest,org.apache.tools.ant.types.selectors.TokenizedPath,3,2,2
org.apache.tools.ant.DirectoryScannerTest,org.apache.tools.ant.util.SymbolicLinkUtils,2,1,2
org.apache.tools.ant.dispatch.DispatchTask,org.apache.tools.ant.dispatch.Dispatchable,1,1,1
org.apache.tools.ant.dispatch.DispatchTask,org.apache.tools.ant.Task,1,1,1
org.apache.tools.ant.dispatch.DispatchUtils,org.apache.tools.ant.BuildException,13,1,2
org.apache.tools.ant.dispatch.DispatchUtils,org.apache.tools.ant.dispatch.Dispatchable,6,2,2
org.apache.tools.ant.dispatch.DispatchUtils,org.apache.tools.ant.Task,1,1,1
org.apache.tools.ant.dispatch.DispatchUtils,org.apache.tools.ant.UnknownElement,10,2,3
org.apache.tools.ant.DispatchTaskTest,org.apache.tools.ant.BuildFileTest,4,4,4
org.apache.tools.ant.DummyTaskAbstract,org.apache.tools.ant.Task,1,1,1
org.apache.tools.ant.DummyTaskOk,org.apache.tools.ant.Task,1,1,1
org.apache.tools.ant.DummyTaskPackage,org.apache.tools.ant.Task,1,1,1
org.apache.tools.ant.DummyTaskWithoutDefaultConstructor,org.apache.tools.ant.Task,1,1,1
org.apache.tools.ant.DummyTaskWithoutPublicConstructor,org.apache.tools.ant.Task,1,1,1
org.apache.tools.ant.DynamicAttribute,org.apache.tools.ant.BuildException,1,1,1
org.apache.tools.ant.DynamicAttributeNS,org.apache.tools.ant.BuildException,1,1,1
org.apache.tools.ant.DynamicConfigurator,org.apache.tools.ant.DynamicAttribute,1,1,1
org.apache.tools.ant.DynamicConfigurator,org.apache.tools.ant.DynamicElement,1,1,1
org.apache.tools.ant.DynamicConfiguratorNS,org.apache.tools.ant.DynamicAttributeNS,1,1,1
org.apache.tools.ant.DynamicConfiguratorNS,org.apache.tools.ant.DynamicElementNS,1,1,1
org.apache.tools.ant.DynamicElement,org.apache.tools.ant.BuildException,1,1,1
org.apache.tools.ant.DynamicElementNS,org.apache.tools.ant.BuildException,1,1,1
org.apache.tools.ant.Executor,org.apache.tools.ant.BuildException,1,1,1
org.apache.tools.ant.Executor,org.apache.tools.ant.Project,1,1,1
org.apache.tools.ant.ExecutorTest,org.apache.tools.ant.BuildEvent,7,7,1
org.apache.tools.ant.ExecutorTest,org.apache.tools.ant.BuildException,5,5,1
org.apache.tools.ant.ExecutorTest,org.apache.tools.ant.BuildFileTest,6,5,4
org.apache.tools.ant.ExecutorTest,org.apache.tools.ant.BuildListener,1,1,1
org.apache.tools.ant.ExecutorTest,org.apache.tools.ant.Project,17,14,5
org.apache.tools.ant.ExitStatusException,org.apache.tools.ant.BuildException,4,4,4
org.apache.tools.ant.ExitStatusException,org.apache.tools.ant.Location,1,1,1
org.apache.tools.ant.ExtendedTaskdefTest,org.apache.tools.ant.BuildFileTest,7,6,6
org.apache.tools.ant.ExtensionPoint,org.apache.tools.ant.BuildException,4,2,2
org.apache.tools.ant.ExtensionPoint,org.apache.tools.ant.RuntimeConfigurable,1,1,1
org.apache.tools.ant.ExtensionPoint,org.apache.tools.ant.Target,1,1,1
org.apache.tools.ant.ExtensionPoint,org.apache.tools.ant.Task,1,1,1
org.apache.tools.ant.filters.BaseFilterReader,org.apache.tools.ant.Project,3,3,1
org.apache.tools.ant.filters.BaseFilterReader,org.apache.tools.ant.util.FileUtils,1,1,1
org.apache.tools.ant.filters.BaseParamFilterReader,org.apache.tools.ant.filters.BaseFilterReader,4,4,4
org.apache.tools.ant.filters.BaseParamFilterReader,org.apache.tools.ant.types.Parameter,3,3,1
org.apache.tools.ant.filters.BaseParamFilterReader,org.apache.tools.ant.types.Parameterizable,1,1,1
org.apache.tools.ant.filters.ClassConstants,org.apache.tools.ant.BuildException,3,1,2
org.apache.tools.ant.filters.ClassConstants,org.apache.tools.ant.filters.BaseFilterReader,4,4,4
org.apache.tools.ant.filters.ClassConstants,org.apache.tools.ant.filters.ChainableReader,1,1,1
org.apache.tools.ant.filters.ClassConstants,org.apache.tools.ant.util.ResourceUtils,1,1,1
org.apache.tools.ant.filters.ConcatFilter,org.apache.tools.ant.filters.BaseFilterReader,5,2,4
org.apache.tools.ant.filters.ConcatFilter,org.apache.tools.ant.filters.BaseParamFilterReader,4,4,4
org.apache.tools.ant.filters.ConcatFilter,org.apache.tools.ant.filters.ChainableReader,1,1,1
org.apache.tools.ant.filters.ConcatFilter,org.apache.tools.ant.Project,2,1,1
org.apache.tools.ant.filters.ConcatFilter,org.apache.tools.ant.types.Parameter,5,2,3
org.apache.tools.ant.filters.ConcatFilterTest,org.apache.tools.ant.BuildFileTest,9,7,5
org.apache.tools.ant.filters.ConcatFilterTest,org.apache.tools.ant.Project,3,2,1
org.apache.tools.ant.filters.ConcatFilterTest,org.apache.tools.ant.util.FileUtils,7,4,5
org.apache.tools.ant.filters.ConcatFilterTest,org.apache.tools.ant.util.StringUtils,1,1,1
org.apache.tools.ant.filters.DynamicFilterTest,org.apache.tools.ant.BuildFileTest,7,6,5
org.apache.tools.ant.filters.DynamicFilterTest,org.apache.tools.ant.Project,1,1,1
org.apache.tools.ant.filters.DynamicFilterTest,org.apache.tools.ant.util.FileUtils,5,3,5
org.apache.tools.ant.filters.DynamicFilterTest.CustomFilter,org.apache.tools.ant.filters.ChainableReader,1,1,1
org.apache.tools.ant.filters.DynamicFilterTest.CustomFilter.chain.(Anon_1),org.apache.tools.ant.filters.BaseFilterReader,1,1,1
org.apache.tools.ant.filters.DynamicFilterTest.CustomFilter.chain.(Anon_1),org.apache.tools.ant.filters.DynamicFilterTest.CustomFilter,2,1,2
org.apache.tools.ant.filters.EscapeUnicode,org.apache.tools.ant.filters.BaseFilterReader,3,2,2
org.apache.tools.ant.filters.EscapeUnicode,org.apache.tools.ant.filters.BaseParamFilterReader,3,3,3
org.apache.tools.ant.filters.EscapeUnicode,org.apache.tools.ant.filters.ChainableReader,1,1,1
org.apache.tools.ant.filters.EscapeUnicode,org.apache.tools.ant.util.UnicodeUtil,1,1,1
org.apache.tools.ant.filters.EscapeUnicodeTest,org.apache.tools.ant.BuildFileTest,7,5,5
org.apache.tools.ant.filters.EscapeUnicodeTest,org.apache.tools.ant.Project,2,1,1
org.apache.tools.ant.filters.EscapeUnicodeTest,org.apache.tools.ant.util.FileUtils,5,3,4
org.apache.tools.ant.filters.ExpandProperties,org.apache.tools.ant.BuildException,1,1,1
org.apache.tools.ant.filters.ExpandProperties,org.apache.tools.ant.filters.BaseFilterReader,7,5,6
org.apache.tools.ant.filters.ExpandProperties,org.apache.tools.ant.filters.ChainableReader,1,1,1
org.apache.tools.ant.filters.ExpandProperties,org.apache.tools.ant.Project,1,1,1
org.apache.tools.ant.filters.ExpandProperties,org.apache.tools.ant.property.GetProperty,1,1,1
org.apache.tools.ant.filters.ExpandProperties,org.apache.tools.ant.property.ParseProperties,3,1,3
org.apache.tools.ant.filters.ExpandProperties,org.apache.tools.ant.PropertyHelper,3,1,2
org.apache.tools.ant.filters.ExpandProperties,org.apache.tools.ant.types.PropertySet,3,3,2
org.apache.tools.ant.filters.ExpandProperties.read.(Anon_1),org.apache.tools.ant.property.GetProperty,1,1,1
org.apache.tools.ant.filters.FixCrLfFilter,org.apache.tools.ant.BuildException,1,1,1
org.apache.tools.ant.filters.FixCrLfFilter,org.apache.tools.ant.filters.BaseParamFilterReader,3,3,3
org.apache.tools.ant.filters.FixCrLfFilter,org.apache.tools.ant.filters.ChainableReader,1,1,1
org.apache.tools.ant.filters.FixCrLfFilter,org.apache.tools.ant.filters.FixCrLfFilter.AddAsisRemove,18,10,6
org.apache.tools.ant.filters.FixCrLfFilter,org.apache.tools.ant.filters.FixCrLfFilter.AddEofFilter,2,1,2
org.apache.tools.ant.filters.FixCrLfFilter,org.apache.tools.ant.filters.FixCrLfFilter.AddTabFilter,2,1,2
org.apache.tools.ant.filters.FixCrLfFilter,org.apache.tools.ant.filters.FixCrLfFilter.CrLf,14,7,9
org.apache.tools.ant.filters.FixCrLfFilter,org.apache.tools.ant.filters.FixCrLfFilter.MaskJavaTabLiteralsFilter,2,1,2
org.apache.tools.ant.filters.FixCrLfFilter,org.apache.tools.ant.filters.FixCrLfFilter.NormalizeEolFilter,2,1,2
org.apache.tools.ant.filters.FixCrLfFilter,org.apache.tools.ant.filters.FixCrLfFilter.RemoveEofFilter,2,1,2
org.apache.tools.ant.filters.FixCrLfFilter,org.apache.tools.ant.filters.FixCrLfFilter.RemoveTabFilter,2,1,2
org.apache.tools.ant.filters.FixCrLfFilter,org.apache.tools.ant.taskdefs.condition.Os,3,1,1
org.apache.tools.ant.filters.FixCrLfFilter.AddAsisRemove,org.apache.tools.ant.types.EnumeratedAttribute,6,5,4
org.apache.tools.ant.filters.FixCrLfFilter.AddEofFilter,org.apache.tools.ant.filters.FixCrLfFilter,2,1,1
org.apache.tools.ant.filters.FixCrLfFilter.AddEofFilter,org.apache.tools.ant.filters.FixCrLfFilter.SimpleFilterReader,3,3,3
org.apache.tools.ant.filters.FixCrLfFilter.AddTabFilter,org.apache.tools.ant.filters.FixCrLfFilter.SimpleFilterReader,9,3,6
org.apache.tools.ant.filters.FixCrLfFilter.CrLf,org.apache.tools.ant.types.EnumeratedAttribute,6,5,4
org.apache.tools.ant.filters.FixCrLfFilter.MaskJavaTabLiteralsFilter,org.apache.tools.ant.filters.FixCrLfFilter.SimpleFilterReader,4,4,4
org.apache.tools.ant.filters.FixCrLfFilter.NormalizeEolFilter,org.apache.tools.ant.filters.FixCrLfFilter,1,1,1
org.apache.tools.ant.filters.FixCrLfFilter.NormalizeEolFilter,org.apache.tools.ant.filters.FixCrLfFilter.SimpleFilterReader,13,3,5
org.apache.tools.ant.filters.FixCrLfFilter.RemoveEofFilter,org.apache.tools.ant.filters.FixCrLfFilter,1,1,1
org.apache.tools.ant.filters.FixCrLfFilter.RemoveEofFilter,org.apache.tools.ant.filters.FixCrLfFilter.SimpleFilterReader,3,3,3
org.apache.tools.ant.filters.FixCrLfFilter.RemoveTabFilter,org.apache.tools.ant.filters.FixCrLfFilter.SimpleFilterReader,5,3,5
org.apache.tools.ant.filters.HeadFilter,org.apache.tools.ant.filters.BaseFilterReader,3,2,2
org.apache.tools.ant.filters.HeadFilter,org.apache.tools.ant.filters.BaseParamFilterReader,4,4,4
org.apache.tools.ant.filters.HeadFilter,org.apache.tools.ant.filters.ChainableReader,1,1,1
org.apache.tools.ant.filters.HeadFilter,org.apache.tools.ant.types.Parameter,5,2,3
org.apache.tools.ant.filters.HeadFilter,org.apache.tools.ant.util.LineTokenizer,3,2,2
org.apache.tools.ant.filters.HeadTailTest,org.apache.tools.ant.BuildFileTest,37,15,5
org.apache.tools.ant.filters.HeadTailTest,org.apache.tools.ant.Project,22,11,1
org.apache.tools.ant.filters.HeadTailTest,org.apache.tools.ant.util.FileUtils,35,13,4
org.apache.tools.ant.filters.LineContains,org.apache.tools.ant.filters.BaseFilterReader,4,1,3
org.apache.tools.ant.filters.LineContains,org.apache.tools.ant.filters.BaseParamFilterReader,4,4,4
org.apache.tools.ant.filters.LineContains,org.apache.tools.ant.filters.ChainableReader,1,1,1
org.apache.tools.ant.filters.LineContains,org.apache.tools.ant.filters.LineContains.Contains,2,2,2
org.apache.tools.ant.filters.LineContains,org.apache.tools.ant.Project,1,1,1
org.apache.tools.ant.filters.LineContains,org.apache.tools.ant.types.Parameter,5,2,3
org.apache.tools.ant.filters.LineContainsRegExp,org.apache.tools.ant.filters.BaseFilterReader,5,1,4
org.apache.tools.ant.filters.LineContainsRegExp,org.apache.tools.ant.filters.BaseParamFilterReader,4,4,4
org.apache.tools.ant.filters.LineContainsRegExp,org.apache.tools.ant.filters.ChainableReader,1,1,1
org.apache.tools.ant.filters.LineContainsRegExp,org.apache.tools.ant.Project,2,1,1
org.apache.tools.ant.filters.LineContainsRegExp,org.apache.tools.ant.types.Parameter,7,2,3
org.apache.tools.ant.filters.LineContainsRegExp,org.apache.tools.ant.types.RegularExpression,8,5,4
org.apache.tools.ant.filters.LineContainsRegExp,org.apache.tools.ant.util.regexp.Regexp,1,1,1
org.apache.tools.ant.filters.LineContainsRegExp,org.apache.tools.ant.util.regexp.RegexpMatcher,3,3,3
org.apache.tools.ant.filters.LineContainsRegExp,org.apache.tools.ant.util.regexp.RegexpUtil,2,2,2
org.apache.tools.ant.filters.LineContainsTest,org.apache.tools.ant.BuildFileTest,8,6,5
org.apache.tools.ant.filters.LineContainsTest,org.apache.tools.ant.Project,2,1,1
org.apache.tools.ant.filters.LineContainsTest,org.apache.tools.ant.util.FileUtils,5,3,4
org.apache.tools.ant.filters.NoNewLineTest,org.apache.tools.ant.BuildFileTest,5,5,4
org.apache.tools.ant.filters.PrefixLines,org.apache.tools.ant.filters.BaseFilterReader,4,2,3
org.apache.tools.ant.filters.PrefixLines,org.apache.tools.ant.filters.BaseParamFilterReader,4,4,4
org.apache.tools.ant.filters.PrefixLines,org.apache.tools.ant.filters.ChainableReader,1,1,1
org.apache.tools.ant.filters.PrefixLines,org.apache.tools.ant.types.Parameter,3,2,3
org.apache.tools.ant.filters.ReplaceTokens,org.apache.tools.ant.BuildException,2,1,1
org.apache.tools.ant.filters.ReplaceTokens,org.apache.tools.ant.filters.BaseFilterReader,3,2,2
org.apache.tools.ant.filters.ReplaceTokens,org.apache.tools.ant.filters.BaseParamFilterReader,4,4,4
org.apache.tools.ant.filters.ReplaceTokens,org.apache.tools.ant.filters.ChainableReader,1,1,1
org.apache.tools.ant.filters.ReplaceTokens,org.apache.tools.ant.filters.ReplaceTokens.Token,3,2,3
org.apache.tools.ant.filters.ReplaceTokens,org.apache.tools.ant.types.Parameter,9,2,4
org.apache.tools.ant.filters.ReplaceTokens,org.apache.tools.ant.types.Resource,4,4,2
org.apache.tools.ant.filters.ReplaceTokens,org.apache.tools.ant.types.resources.FileResource,2,1,2
org.apache.tools.ant.filters.ReplaceTokens,org.apache.tools.ant.util.FileUtils,1,1,1
org.apache.tools.ant.filters.ReplaceTokensTest,org.apache.tools.ant.BuildFileTest,10,6,6
org.apache.tools.ant.filters.ReplaceTokensTest,org.apache.tools.ant.Project,2,1,1
org.apache.tools.ant.filters.ReplaceTokensTest,org.apache.tools.ant.util.FileUtils,8,4,4
org.apache.tools.ant.filters.SortFilter,org.apache.tools.ant.BuildException,6,2,1
org.apache.tools.ant.filters.SortFilter,org.apache.tools.ant.filters.BaseFilterReader,5,2,3
org.apache.tools.ant.filters.SortFilter,org.apache.tools.ant.filters.BaseParamFilterReader,4,4,4
org.apache.tools.ant.filters.SortFilter,org.apache.tools.ant.filters.ChainableReader,1,1,1
org.apache.tools.ant.filters.SortFilter,org.apache.tools.ant.types.Parameter,4,2,3
org.apache.tools.ant.filters.StringInputStream,org.apache.tools.ant.util.ReaderInputStream,3,3,3
org.apache.tools.ant.filters.StripJavaComments,org.apache.tools.ant.filters.BaseFilterReader,3,3,3
org.apache.tools.ant.filters.StripJavaComments,org.apache.tools.ant.filters.ChainableReader,1,1,1
org.apache.tools.ant.filters.StripJavaCommentsTest,org.apache.tools.ant.BuildFileTest,7,5,5
org.apache.tools.ant.filters.StripJavaCommentsTest,org.apache.tools.ant.Project,2,1,1
org.apache.tools.ant.filters.StripJavaCommentsTest,org.apache.tools.ant.util.FileUtils,5,3,4
org.apache.tools.ant.filters.StripLineBreaks,org.apache.tools.ant.filters.BaseFilterReader,3,2,2
org.apache.tools.ant.filters.StripLineBreaks,org.apache.tools.ant.filters.BaseParamFilterReader,4,4,4
org.apache.tools.ant.filters.StripLineBreaks,org.apache.tools.ant.filters.ChainableReader,1,1,1
org.apache.tools.ant.filters.StripLineBreaks,org.apache.tools.ant.types.Parameter,3,2,3
org.apache.tools.ant.filters.StripLineComments,org.apache.tools.ant.filters.BaseFilterReader,5,2,3
org.apache.tools.ant.filters.StripLineComments,org.apache.tools.ant.filters.BaseParamFilterReader,4,4,4
org.apache.tools.ant.filters.StripLineComments,org.apache.tools.ant.filters.ChainableReader,1,1,1
org.apache.tools.ant.filters.StripLineComments,org.apache.tools.ant.filters.StripLineComments.Comment,2,2,2
org.apache.tools.ant.filters.StripLineComments,org.apache.tools.ant.types.Parameter,3,2,3
org.apache.tools.ant.filters.SuffixLines,org.apache.tools.ant.filters.BaseFilterReader,4,2,3
org.apache.tools.ant.filters.SuffixLines,org.apache.tools.ant.filters.BaseParamFilterReader,4,4,4
org.apache.tools.ant.filters.SuffixLines,org.apache.tools.ant.filters.ChainableReader,1,1,1
